Date,Product,Sales_Amount,Fixed_Costs,Variable_Costs,Marketing_Expenses,Number_of_Customers,Profit
2023-02-11,Product_C,4299.857169687908,827.8925046404494,424.7322477060433,406.94283771361484,92,2640.289579627801
2023-02-12,Product_D,1746.6419962366251,800.0322092917372,370.5867873796462,229.5005738081286,415,346.52242575711307
2023-02-13,Product_D,3739.3494218209976,430.4960335984738,408.3885134049925,494.8649387402914,169,2405.59993607724
2023-02-14,Product_B,1711.8377792325032,499.80155322611984,391.5350048448249,216.48864624145136,149,604.0125749201072
2023-02-15,Product_D,1658.8199167776909,923.9576945277923,252.4576078786045,338.9815579918693,465,143.42305637942474
2023-02-16,Product_D,3682.2306313848744,606.9467986522964,129.01417845390856,225.99605555832943,330,2720.27359872034
2023-02-17,Product_B,4596.755911334112,248.24985622199395,295.68646700193244,345.0350856690146,418,3707.784502441171
2023-02-18,Product_B,3358.5375906420745,784.1715195141543,163.79980849619167,211.20567693051646,299,2199.360585701212
2023-02-19,Product_B,3563.4004901060953,962.9168373302912,259.03552349307347,303.4855182298053,98,2037.9626110529257
2023-02-20,Product_C,1625.3174287354318,304.4413396504137,497.31642728177474,280.3652156923829,375,543.1944461108604
2023-02-21,Product_D,2352.9786048091123,864.4840980468899,191.1347506713014,126.98103458318015,363,1170.378721507741
2023-02-22,Product_D,4154.937914529466,329.5204366879215,387.60137579108857,83.30040271105483,114,3354.515699339401
2023-02-23,Product_C,2927.324491308071,607.458804021805,110.50126401868954,455.90079087850773,205,1753.4636323890688
2023-02-24,Product_D,2388.6894349925587,438.8091647718541,342.03025656312445,182.91855117179347,264,1424.9314624857868
2023-02-25,Product_A,3462.7054926528517,535.1805179376954,118.86950988857757,253.7873108805948,236,2554.8681539459844
2023-02-26,Product_C,1456.3961206595418,363.1680499715346,157.66371503662353,184.12555457252682,243,751.4388010788568
2023-02-27,Product_E,4530.252333924164,779.5510225606747,205.48559753253141,207.85206560703625,274,3337.3636482239217
2023-02-28,Product_A,2226.0248192267604,383.0368665849006,416.4774366227524,153.01496540886995,117,1273.4955506102374
2023-03-01,Product_D,2072.2530261276424,778.1401513943247,195.88440721546183,283.66428909927913,360,814.5641784185768
2023-03-02,Product_C,1937.9937130570593,752.0539279538195,351.60971420748325,304.66800244336366,129,529.6620684523929
2023-03-03,Product_A,3222.4092573595062,863.6476245615173,203.37169530201498,100.15142033983965,320,2055.2385171561345
2023-03-04,Product_B,3128.882212500511,629.7618911245579,276.83653159416656,475.7667162597119,185,1746.5170735220743
2023-03-05,Product_C,3500.1763183833764,949.457549531591,236.44202157183574,126.50862053955096,423,2187.7681267403987
2023-03-06,Product_C,2586.0483225981643,929.5609911020395,298.477801565849,135.07495386893999,312,1222.934576061336
2023-03-07,Product_B,2314.4335747538826,518.3036242160872,349.6511056256023,399.072350576141,112,1047.406494336052
2023-03-08,Product_E,1741.0210203682177,605.1688692024096,328.3275873461703,307.8955322103488,182,499.62903160928914
2023-03-09,Product_D,3597.7701282017324,711.2239174195562,313.9806394052726,198.52488061930637,426,2374.0406907575975
2023-03-10,Product_E,4572.714283166853,779.2384402388556,254.05932715693163,352.6733114366133,59,3186.743204334453
2023-03-11,Product_C,1411.944063348133,819.9325295780735,233.78582457275914,423.0201541871061,287,-64.79444498980558
2023-03-12,Product_B,4930.885490399407,556.2562889989654,166.12866659822322,459.3409697385133,420,3749.1595650637046
2023-03-13,Product_D,3973.7520300773076,212.78533182890928,244.3957868274326,172.00951855233188,382,3344.561392868634
2023-03-14,Product_A,3704.5153790909762,272.1053767245281,302.2484986402884,336.6502704253717,279,2793.5112333007883
2023-03-15,Product_A,4814.948480054216,480.81831407879287,215.39020072530897,379.59612738727395,418,3739.1438378628395
2023-03-16,Product_E,4546.562648881182,302.9775519609206,433.855090116908,142.91646217423423,50,3666.81354462912
2023-03-17,Product_A,4687.141191306646,426.4250726201907,451.4002674283856,467.9364233073049,227,3341.3794279507647
2023-03-18,Product_A,1938.1629604265643,360.0310279752142,435.41104784366155,247.50174469615146,53,895.2191399115372
2023-03-19,Product_C,1778.9230763669716,835.687986746371,403.82933873957,372.9845258175831,50,166.42122506344748
2023-03-20,Product_C,4615.921024586591,808.324427457559,190.81036649561122,186.64369384096852,68,3430.142536792452
2023-03-21,Product_A,1799.1638676237053,552.9907334420852,480.543816765525,256.1711545008878,461,509.4581629152073
2023-03-22,Product_A,4731.954522047277,259.3999346435245,293.51125705839,83.21716703602254,238,4095.8261633093402
2023-03-23,Product_E,1682.0895558419252,274.09600813016687,162.8942351975599,441.54178058361816,315,803.5575319305801
2023-03-24,Product_B,1374.1750690368212,853.9855941752852,490.37296853785807,180.42636236106733,419,-150.60985603738936
2023-03-25,Product_C,1767.15391643068,484.52309155893005,149.97187814352174,378.87375836277744,130,753.785188365451
2023-03-26,Product_A,1984.4438979379988,456.3521251514561,240.8776062412898,304.15991828259826,127,983.0542482626545
2023-03-27,Product_D,4918.606843764104,838.6169412735616,364.4945919142692,115.1219332636161,204,3600.3733773126573
2023-03-28,Product_E,2666.5685709557692,798.7799581816546,255.4808684786781,213.91007327315086,328,1398.3976710222857
2023-03-29,Product_D,3159.6761475222,291.96938711502094,456.18667512496785,76.77975164082875,285,2334.7403336413827
2023-03-30,Product_D,4320.805388268682,852.9140537471067,218.21109654088536,360.935546624296,264,2888.7446913563936
2023-03-31,Product_E,4611.435078640438,890.2257678724175,154.03842715874717,264.07056016464367,461,3303.1003234446302
2023-04-01,Product_A,3747.212516212978,841.4982438832332,153.50453039039343,431.46248865851265,374,2320.747253280839
2023-04-02,Product_C,2342.059059801485,723.0375679192686,135.03909227165653,203.74972395736296,356,1280.2326756531972
2023-04-03,Product_E,2754.212960505526,500.6359648686032,325.9360879031774,450.391897801382,298,1477.2490099323636
2023-04-04,Product_E,1547.1504236246137,761.514795695659,468.04604046643306,389.40138136202245,190,-71.8117938995008
2023-04-05,Product_C,3038.774211245088,274.3432100942216,107.6056003453318,492.6531376180376,209,2164.1722631874964
2023-04-06,Product_A,2774.920013587138,249.13676707956878,189.84160100027432,114.995659459184,246,2220.9459860481106
2023-04-07,Product_E,1914.4033438127553,627.3982641999528,191.64302362092502,422.4201648657444,258,672.941891126133
2023-04-08,Product_A,4744.4521318390125,804.5429673068561,496.9782346652996,134.6359522177966,56,3308.29497764906
2023-04-09,Product_C,2589.6137769236566,707.0436895530522,323.055449970508,202.7707715226529,363,1356.7438658774436
2023-04-10,Product_A,3480.9416536221606,276.27624179824875,182.36679258944037,369.40308300189207,436,2652.8955362325796
2023-04-11,Product_D,1579.6689262475297,573.30528124228,208.87867157517834,473.8407400929671,419,323.64423333710425
2023-04-12,Product_E,2435.959167094482,773.3588813863553,449.31052346254785,356.72333417918384,71,856.566428066395
2023-04-13,Product_C,3488.810848712961,939.7339227338491,307.4594640170667,146.06748078699798,312,2095.549981175048
2023-04-14,Product_E,3720.883165305465,819.5914511368532,136.61497082221246,229.75826048748047,347,2534.9184828589187
2023-04-15,Product_B,1329.7164698805868,603.7087676411619,471.7079826442759,265.1647280172676,337,-10.865008422118535
2023-04-16,Product_C,3732.4203803082223,812.0278746429051,254.82120665653017,314.63371518911606,75,2350.9375838196706
2023-04-17,Product_B,4293.116660196096,616.3636443246289,367.735502468428,264.37325080769375,334,3044.6442625953455
2023-04-18,Product_E,4844.125390305033,536.404840782859,428.86672030705654,344.8244562152633,404,3534.029372999855
2023-04-19,Product_E,2527.6946664466186,384.3670895564825,129.11934838801096,158.48765097642595,298,1855.7205775256991
2023-04-20,Product_B,4855.994829056908,561.6918957772848,365.93543375355426,66.37809743242151,387,3861.9894020936476
2023-04-21,Product_D,1775.1846271643435,296.103716141909,258.6712742329289,402.7362512366543,212,817.6733855528513
2023-04-22,Product_D,3886.9165026912865,349.1333894901985,488.6512568236892,310.7163674801861,143,2738.4154888972125
2023-04-23,Product_B,4144.192418949932,213.34332449526326,436.69172673842974,160.70023187801664,199,3333.4571358382227
2023-04-24,Product_E,3249.672912617934,934.29326405038,320.47972089343614,255.90391062175038,67,1738.9960170523675
2023-04-25,Product_B,3173.1375882921984,478.7100072800693,137.3083187190835,276.7377707930641,307,2280.381491499981
2023-04-26,Product_C,2600.0907447172804,452.522811661155,461.3968134385543,125.56194667399225,358,1560.6091729435786
2023-04-27,Product_B,2176.580791813115,556.3582413621184,489.4145840243231,302.12199260169814,56,828.6859738249752
2023-04-28,Product_A,3819.191554236923,813.5616106980256,465.39447752042196,115.988745379573,372,2424.2467206389024
2023-04-29,Product_D,4728.69037920502,828.6077859086018,252.41117231503716,357.2242509960255,69,3290.4471699853552
2023-04-30,Product_B,1889.604633333015,376.67439042364936,115.52063062084272,209.10952976593467,91,1188.3000825225884
2023-05-01,Product_A,3307.6636884824243,849.7528432558365,332.99976716117146,390.3151948460475,340,1734.595883219369
2023-05-02,Product_A,3563.409080786665,766.2877040086113,327.62052925754756,289.8141705116713,483,2179.6866770088345
2023-05-03,Product_D,4230.0970408072835,562.267176459686,213.3467131437993,234.54283376771636,368,3219.940317436082
2023-05-04,Product_D,1623.9166958774747,529.4529464596732,354.23516890633255,55.80611228796864,146,684.4224682235002
2023-05-05,Product_B,2213.2400487159384,743.165169171317,282.5216225302632,435.3604769208182,237,752.1927800935403
2023-05-06,Product_D,3811.5413809656684,706.4472308431893,311.10874073242553,287.5145772705264,333,2506.4708321195267
2023-05-07,Product_B,2000.7920810321318,477.64240787535937,250.24582974111152,380.78028904247185,408,892.1235543731891
2023-05-08,Product_C,1114.4593837926152,307.2669494494527,265.7626146378718,221.70020890675917,316,319.72961079853155
2023-05-09,Product_C,3515.6464811218984,921.9428303179179,230.18910606261267,204.332164878618,465,2159.1823798627497
2023-05-10,Product_C,3279.661710109591,502.44242047473415,286.51216232322906,224.65275610575836,366,2266.0543712058693
2023-05-11,Product_A,4759.655936473078,527.3600062875496,329.00964076842985,417.00907143644605,69,3486.277217980653
2023-05-12,Product_B,1040.7045198712135,947.4880921892635,377.70662434219383,186.46425292861832,320,-470.9544495888622
2023-05-13,Product_A,1222.34440529833,818.3319080724632,320.5994342717107,55.11485327375838,212,28.29820968039771
2023-05-14,Product_A,3429.1943106419662,861.6555177098392,397.1949977711357,190.96134840624984,402,1979.3824467547415
2023-05-15,Product_E,1020.267976717856,532.9181653609803,229.9748985771331,422.55617524382717,280,-165.18126246408463
2023-05-16,Product_C,3336.5418390403415,682.6669320569285,198.12028742218732,460.09266034004685,229,1995.661959221179
2023-05-17,Product_C,4043.7388634307868,517.5690117456078,109.82260630865986,269.60443803973294,252,3146.742807336786
2023-05-18,Product_B,3258.977133527047,286.66918203615467,336.97424199800696,355.83315585320486,245,2279.50055363968
2023-05-19,Product_A,4639.741554668199,376.86339553277753,387.49173059652173,216.86203928196005,236,3658.524389256939
2023-05-20,Product_C,3174.2910830592186,696.5510493613383,164.86180864208995,426.4711966610388,86,1886.4070283947517
2023-05-21,Product_D,2858.3148215902374,218.84542127533155,201.16711276246565,370.6970883238493,391,2067.605199228591
2023-05-22,Product_B,3994.0848508446993,834.278769426536,415.1237089530951,253.40892783219212,284,2491.2734446328764
2023-05-23,Product_B,4577.206922903379,340.1302539302699,142.6098434517748,207.38934174093916,475,3887.077483780395
2023-05-24,Product_E,1922.6574921771971,289.8962461464652,144.47603766123777,461.136284604073,351,1027.148923765421
2023-05-25,Product_D,2261.5033739339688,792.3627405207562,382.3280601082526,417.0323529718597,451,669.7802203331001
2023-05-26,Product_A,1512.041060531551,549.3272736011181,134.50905594003052,426.08702361603764,161,402.1177073743647
2023-05-27,Product_A,2643.980169241343,478.84941329821487,401.3973961753003,345.81225002089275,137,1417.9211097469347
2023-05-28,Product_C,3413.074492206577,616.3083006930956,244.75438983131187,388.20662474490496,450,2163.805176937264
2023-05-29,Product_D,4249.117259385613,888.7546924382804,294.266312253885,462.95594681623294,359,2603.140307877214
2023-05-30,Product_A,3985.7147630198833,569.5409570626068,476.1165326801387,308.8878362702962,268,2631.1694370068412
2023-05-31,Product_C,1960.2342667997332,338.82736626380057,152.16023231817678,404.59454356262,263,1064.652124655136
2023-06-01,Product_E,3893.364660552119,547.3302797161684,162.7518707866742,409.8921922922241,137,2773.390317757052
2023-06-02,Product_A,1737.5508463231463,238.52552642327308,267.05746874541086,463.14037985107336,259,768.827471303389
2023-06-03,Product_D,3687.6437015269616,975.8073661325385,318.74466243744644,169.87968598933037,387,2223.211986967646
2023-06-04,Product_D,4445.70759400775,946.6188366301143,300.4982467739346,144.9571792004653,409,3053.633331403236
2023-06-05,Product_E,4468.7819168595,658.3610778185148,331.16713452519,290.12988449262593,236,3189.123820023169
2023-06-06,Product_A,3566.438674479646,845.6547350167077,451.21364125622614,317.06331099821745,344,1952.5069872084944
2023-06-07,Product_C,1590.415868440898,295.10590652471444,125.73165541316094,141.3547664516194,94,1028.2235400514032
2023-06-08,Product_E,2545.8890643858654,903.5954034122099,361.7352940591522,397.8142797520338,314,882.7440871624694
2023-06-09,Product_D,4086.790706033658,273.19790132900215,364.62531784133483,247.24940491056577,394,3201.7180819527553
2023-06-10,Product_A,1938.6120737472247,562.6160369485684,135.83573567384747,241.1670585506344,451,998.9932425741745
2023-06-11,Product_A,2333.6728203562216,630.5971239951539,214.2892192165953,375.86407140273906,88,1112.9224057417334
2023-06-12,Product_D,3320.8468942519,953.2275067223308,442.71740548546177,493.97586255230846,168,1430.9261194917988
2023-06-13,Product_A,4033.807386060781,646.0293689497339,368.6138595670366,145.47569183691365,234,2873.688465707097
2023-06-14,Product_D,1667.7652810165628,889.0596040052119,471.503628323385,130.1152354749426,290,177.08681321302328
2023-06-15,Product_E,3826.0958542662856,454.06956575166305,419.11643960344446,262.9373997637253,370,2689.9724491474526
2023-06-16,Product_A,1786.9878562829822,848.8054363382513,222.34968819700504,72.4528850237988,405,643.379846723927
2023-06-17,Product_A,1007.7562762167571,468.9230850107836,363.9436387736355,88.21348632918631,263,86.67606610315164
2023-06-18,Product_E,1732.8558032568017,417.39985597584496,450.77208431028566,126.7474288044311,159,737.9364341662399
2023-06-19,Product_D,4546.843258865502,592.4805446778782,404.6617893344163,424.8572258069753,450,3124.8436990462324
2023-06-20,Product_A,4571.154753385295,356.0937440268897,477.5462354599924,175.27537555533723,358,3562.239398343076
2023-06-21,Product_E,3010.117311909103,447.62991956683686,171.02456911179877,245.4137161049476,349,2146.04910712552
2023-06-22,Product_E,1754.87315228645,581.3581214042862,287.30998506741764,434.06951363411525,241,452.13553218063106
2023-06-23,Product_E,2990.980839495851,746.1627160990253,249.6311643740185,388.54130878130184,436,1606.6456502415053
2023-06-24,Product_B,1087.8452211689935,960.3820871931001,431.7673187835038,155.17399968630156,371,-459.478184493912
2023-06-25,Product_A,1689.1730693728591,207.204602454412,385.7904033639346,198.86628065553515,175,897.3117828989773
2023-06-26,Product_A,3780.634607109745,727.7593330670495,340.48255458290754,92.20480306966357,395,2620.187916390124
2023-06-27,Product_B,1547.6251826500647,310.3656470360887,114.91311992813569,199.87741027307993,320,922.4690054127602
2023-06-28,Product_D,2715.5865188174384,759.0923033818211,139.3406592429401,152.44332851804648,322,1664.7102276746307
2023-06-29,Product_C,2756.93999879859,369.2066469459293,438.480657022117,112.46899511737436,298,1836.7836997131694
2023-06-30,Product_C,4169.120914460873,408.26345133143593,260.7743314755293,274.4509216969698,304,3225.632209956938
2023-07-01,Product_A,2923.3484947326124,650.183782210433,118.81092174889773,368.82692164009785,89,1785.5268691331837
2023-07-02,Product_D,2358.3357653900885,828.982000650383,308.7770788394855,460.28018129686615,487,760.2965046033537
2023-07-03,Product_B,3938.102933840767,947.2356538607155,283.6000519471938,99.75945381810988,472,2607.507774214748
2023-07-04,Product_E,3856.500612604522,285.3849635687002,477.5634272821998,306.7570038836665,478,2786.795217869955
2023-07-05,Product_B,1494.0180404935154,614.5860692744388,151.45221149946644,85.08147940780671,147,642.8982803118034
2023-07-06,Product_E,3125.834693414653,733.8590089109291,407.07709063354065,337.674604343754,351,1647.223989526429
2023-07-07,Product_A,4669.307518036299,887.5353685275015,454.2258394934654,292.0690684910817,446,3035.4772415242514
2023-07-08,Product_C,4146.415532107377,319.7107021721664,248.4160338575486,91.02715907618811,398,3487.261637001474
2023-07-09,Product_C,1143.3609210031825,963.6636039763729,464.37772190344344,412.9120128163694,362,-697.5924176930032
2023-07-10,Product_D,3176.048741975604,349.1164369902003,118.782958097687,386.2292457058779,209,2321.920101181839
2023-07-11,Product_E,4276.898692621398,617.2180054648031,183.3805270198598,234.69858731109673,68,3241.6015728256384
2023-07-12,Product_A,1719.8502694443798,933.7411407727008,357.28441850480357,61.10232389814145,56,367.72238626873406
2023-07-13,Product_C,4581.823954869011,727.7114109181948,421.332403318855,431.09026473680734,365,3001.6898758951534
2023-07-14,Product_B,4185.508868268432,860.2692426147632,368.95558210734754,140.9919282209315,466,2815.292115325389
2023-07-15,Product_D,3172.6696897126153,943.8672072212942,228.07547377313568,254.44324696305986,115,1746.2837617551254
2023-07-16,Product_D,3810.3579079787405,474.3618040315148,277.57563459303293,217.1562647952807,66,2841.264204558912
2023-07-17,Product_E,4300.68511261801,729.3469246371485,161.93342861430546,133.1365024580606,321,3276.2682569084955
2023-07-18,Product_E,4720.020680363572,947.4690883308749,293.3583963485053,341.6837030461138,477,3137.509492638078
2023-07-19,Product_D,3083.559049305031,339.64150651557895,408.31552343067074,428.6272327673815,170,1906.9747865913996
2023-07-20,Product_B,1568.941276459063,770.7015611394,435.00863951423935,192.45887710909173,419,170.7721986963318
2023-07-21,Product_A,4764.336237441068,325.3604038213415,386.182349310821,373.23432942382766,328,3679.559154885078
2023-07-22,Product_A,4211.31490863595,965.5345524286851,375.85838089075645,263.8441977459471,349,2606.0777775705615
2023-07-23,Product_D,1646.9680611623812,204.48053628543468,415.79531243403704,92.96330105868023,211,933.7289113842293
2023-07-24,Product_C,1263.5127913134947,764.680964026864,421.47174118925864,143.2714284886383,319,-65.91134239126617
2023-07-25,Product_A,2896.4209449681703,870.8199997187994,207.0642059133252,461.7743721200776,65,1356.762367215968
2023-07-26,Product_E,3175.0879651671144,750.5699125216183,137.7778976214363,349.5758475801674,230,1937.1643074438923
2023-07-27,Product_E,2400.8958282403387,894.5305645888095,113.79271996578791,351.4780316826224,250,1041.0945120031188
2023-07-28,Product_E,1948.9227743099686,768.6003559923652,235.3438414976403,319.93598297620645,377,625.0425938437567
2023-07-29,Product_B,4536.927839856874,203.93988638314084,262.2991418162597,402.19935919665994,255,3668.4894524608135
2023-07-30,Product_D,1430.6761386933124,620.3710660316679,391.7937825163883,283.235402098211,146,135.2758880470452
2023-07-31,Product_B,1269.7899432568715,550.9753614110467,415.10167209872117,79.70846494765006,481,224.0044447994536
2023-08-01,Product_D,2634.9685687160236,601.0475869120148,175.11071012612192,324.5330597492157,261,1534.2772119286712
2023-08-02,Product_E,1384.0901179219509,447.5764306628863,358.37635838562545,175.82537915239158,118,402.3119497210476
2023-08-03,Product_D,4160.641152814158,452.27883148715006,368.15533317691387,277.5282481077491,135,3062.678740042345
2023-08-04,Product_B,3095.0254579892735,399.17480765920084,339.1444999528791,426.7486279453981,342,1929.9575224317957
2023-08-05,Product_B,4016.0285601788073,400.4051410292103,489.0423353721174,425.891273748059,442,2700.68981002942
2023-08-06,Product_A,1125.5254359032767,471.5858575027274,317.6595489312714,362.40330553524234,252,-26.12327606596432
2023-08-07,Product_D,2555.798208845037,572.5015755929101,410.40988963735543,473.7092093040365,282,1099.1775343107352
2023-08-08,Product_B,1964.8492670613127,265.8291164730113,287.5301153858644,161.8943477935603,399,1249.5956874088765
2023-08-09,Product_B,2071.138360697982,402.04435871520525,306.6092834988988,210.73384598382432,356,1151.7508725000537
2023-08-10,Product_B,4328.772348369616,500.02639099063754,376.29462049259496,436.1828676664995,481,3016.268469219884
2023-08-11,Product_D,1044.7905964542356,319.52247732677154,369.6242321329018,332.486328366804,223,23.15755862775825
2023-08-12,Product_A,1815.656237688633,465.37738585035953,108.39249429884292,370.99855691392713,273,870.8878006255034
2023-08-13,Product_E,3914.7629874998847,332.14161071387286,364.5176472403322,361.143634846915,435,2856.9600946987644
2023-08-14,Product_B,4006.423866973868,953.8099154722133,209.65332342286843,261.1142916262704,206,2581.846336452516
2023-08-15,Product_A,2196.6144078674297,762.6965110679289,160.85233084792807,155.34745010853203,355,1117.7181158430408
2023-08-16,Product_C,2588.6136350252655,980.7724423028537,454.796090531988,147.36115591788928,448,1005.6839462725344
2023-08-17,Product_C,3134.2209125987515,964.3412100888839,204.13916914427097,337.02799307110115,197,1628.7125402944953
2023-08-18,Product_B,4725.250971735208,518.3367657271963,281.25355004252873,472.0458690852436,284,3453.6147868802386
2023-08-19,Product_C,3964.3193411280276,234.8103594312377,442.242861404639,100.028057053034,342,3187.238063239117
2023-08-20,Product_C,3040.4133504493493,490.51103084123275,346.22395693620746,422.5590695091178,268,1781.1192931627916
2023-08-21,Product_B,1633.9344346876242,310.70484379610843,488.15759575443155,268.93612930330835,285,566.1358658337758
2023-08-22,Product_C,4631.6176954863295,207.9675931878133,221.43899378239405,205.5290623990275,59,3996.6820461170937
2023-08-23,Product_E,3574.4674418082545,383.5937134947096,361.1129990466761,482.77378177327205,135,2346.9869474935967
2023-08-24,Product_D,4573.101268210972,626.8637413681566,183.70163813785103,182.97336261858828,329,3579.562526086376
2023-08-25,Product_C,3896.883348883375,362.2520558421434,133.6894735698705,466.62826016881155,465,2934.3135593025495
2023-08-26,Product_E,2765.113837752136,428.9533858145194,177.59499813640417,465.98731823913784,266,1692.5781355620747
2023-08-27,Product_C,2112.990704104396,835.7880142427086,222.12379120807637,162.2392488259818,206,892.8396498276293
2023-08-28,Product_A,2956.455417290168,600.4608911983084,193.23746526253626,335.25894615051317,182,1827.49811467881
2023-08-29,Product_E,4390.165837175766,237.50346413842615,199.14549682737697,418.9475208407232,423,3534.569355369239
2023-08-30,Product_A,1440.0402803428265,611.7198471079051,143.11422649579853,149.71131168308514,110,535.4948950560376
2023-08-31,Product_D,3279.0860710912243,636.3308227962848,230.86446549404926,156.29051284009523,194,2255.600269960795
2023-09-01,Product_C,3570.6367843748635,976.8984950168344,339.2480971358621,315.11647167632975,361,1939.373720545837
2023-09-02,Product_E,1976.907600824231,578.7575725777945,327.5710649911049,118.98259369022406,475,951.5963695651074
2023-09-03,Product_B,1423.0021873883936,462.3047290782722,305.20550511788633,54.797723815013725,266,600.6942293772214
2023-09-04,Product_C,3158.3086037581584,595.5115070163993,409.71431790398174,236.8616976638289,168,1916.2210811739485
2023-09-05,Product_B,2126.430680085591,277.1918439633474,190.17788351130957,152.895751584216,263,1506.1652010267183
2023-09-06,Product_A,3629.5898610735576,364.9146148204183,138.3518032626752,162.48665651458793,124,2963.836786475876
2023-09-07,Product_A,4175.436147048213,938.3699857591296,121.0566062335201,180.78009144701187,238,2935.229463608551
2023-09-08,Product_A,2749.8831775320714,998.349813689752,167.94141229466578,249.94283286380698,495,1333.6491186838466
2023-09-09,Product_B,3920.5358810439716,345.57790710851475,499.99757792631755,109.56061609325391,459,2965.399779915885
2023-09-10,Product_D,3607.309822191668,340.9204422126755,184.80607151367144,258.06009059906455,418,2823.523217866257
