Order Number,Order Date and Time,Order_City,Restaurant Type,Total Bill (in Saudi Riyals),Delivery Duration (in minutes),Customer Rating (from 1 to 5 stars)
231,2022-04-11 18:43:13,Abha,Coffee,726.3593500043754,12.048177814904085,3.613242631334918
232,2022-10-19 17:18:49,Buraidah,Pizzeria,359.62863907654855,9.49002202869099,1.982734895135057
233,2024-11-26 18:07:52,Hail,Sushi,614.6384459580696,10.622811048326847,1.3180201235379885
234,2024-04-10 21:23:11,Abha,Coffee,750.4993341720813,6.227429665893849,4.6012171261484
235,2022-03-03 00:55:03,Medina,Vegetarian/Vegan,161.08666438078237,4.78809142307311,4.435742366213909
236,2024-05-21 00:47:07,Dammam,Burger,49.86858138842038,15.859788371555325,3.181779416001959
237,2024-10-20 13:34:40,Medina,Vegetarian/Vegan,241.08098264032628,10.955107073459523,2.113278806267061
238,2022-09-01 00:38:48,Hail,Barbecue,324.8122499148781,14.670178415415911,2.6548027036673316
239,2024-04-25 07:19:34,Medina,Seafood,271.2763581007505,10.805965050301333,2.073702474549422
240,2022-11-11 03:42:09,Medina,Pizzeria,463.216202452821,15.239832443755859,4.855458517740596
241,2022-02-27 20:35:19,Riyadh,Seafood,298.111168122431,16.62692560743921,4.283039340808866
242,2023-05-12 00:41:05,Mecca,Barbecue,340.2116095151577,19.753244199198626,4.339619685656196
243,2024-12-15 01:37:46,Buraidah,Indian Cuisine,731.0767417164358,18.629383926181774,1.2263232936625061
244,2022-11-07 23:40:07,Tabuk,Bakeries,362.31127105350134,14.63525796436636,2.406228684805982
245,2023-06-24 14:59:08,Jeddah,Fast Food,102.05221267345011,17.291275693717044,2.6694789066343265
246,2024-11-13 21:18:01,Abha,Seafood,658.2436762102544,19.24660458923381,1.3471427508894105
247,2024-10-28 04:26:50,Hail,Indian Cuisine,257.25613252068496,10.262476201721874,3.6255543116724835
248,2024-12-26 17:09:59,Dammam,Coffee,638.6125795151817,8.607843844437125,1.52784731885375
249,2023-05-30 12:08:39,Dammam,Burger,541.9290608181875,6.32663077875443,4.9938469899658395
250,2023-05-02 10:36:53,Medina,Indian Cuisine,561.0066707522911,15.972116445654475,4.024113571041662
251,2024-10-16 08:05:41,Hail,Seafood,364.973262573949,7.298166488713905,4.511458274415654
252,2023-07-14 11:31:49,Dammam,Italian Cuisine,409.70291953442484,11.128200594955798,1.4231880793210903
253,2025-01-25 07:04:38,Riyadh,Indian Cuisine,154.41452318772104,19.175427533008836,3.883427325251384
254,2023-05-13 00:40:48,Riyadh,Indian Cuisine,797.4542397409455,18.615008626102163,1.088071178893728
255,2023-12-09 19:41:34,Dammam,Fast Food,568.7315567264724,7.013008030063332,2.660848110865961
256,2023-11-26 07:54:06,Riyadh,Barbecue,608.9826391686663,10.516699562630867,2.424148909701907
257,2023-07-12 01:59:20,Jeddah,Barbecue,253.02622683140623,14.42899891797513,1.4427867239288328
258,2023-01-29 05:17:07,Jeddah,Sweets,119.92097135042458,14.205367875061288,1.7042413401804133
259,2024-10-23 23:13:52,Medina,Coffee,340.4887338406821,7.3735836709657185,4.999860567061621
260,2023-01-11 03:25:01,Jeddah,Sushi,372.5116924990422,18.877264334114077,2.9823367563846555
261,2022-02-16 08:01:36,Riyadh,Seafood,135.0240895980366,18.49394964494205,2.2978723771980314
262,2022-09-27 12:14:00,Dammam,Coffee,215.2211491503254,7.269117720568238,4.651185848807094
263,2024-05-19 13:58:22,Buraidah,Vegetarian/Vegan,289.56772617172817,17.789239002894274,2.98462647927294
264,2023-05-05 13:07:57,Buraidah,Italian Cuisine,537.1335325361667,19.448084299363817,1.0353907791062493
265,2024-09-08 02:18:44,Khobar,Vegetarian/Vegan,558.0507982188876,10.102942231290761,1.6131978818544042
266,2022-10-05 13:41:26,Riyadh,Indian Cuisine,455.1208605694847,5.571587776571308,1.375382417697752
267,2023-02-20 09:03:43,Abha,Vegetarian/Vegan,496.3434623392243,5.583793948502942,4.383494714765574
268,2024-09-03 07:40:31,Tabuk,Seafood,677.4453464659293,6.4027571251225766,3.3580633654919687
269,2024-01-28 01:30:51,Medina,Burger,688.8356738079831,16.46886933608417,1.6912127784174382
270,2023-05-11 04:04:05,Medina,Seafood,728.1005496421953,10.14860299648249,2.730950982067323
271,2024-03-25 02:02:51,Riyadh,Sweets,467.2648801236663,12.254419229446917,2.9957214038692417
272,2024-04-15 11:20:44,Jeddah,Sweets,84.78223251734143,11.749275764191427,4.696693373556935
273,2024-06-14 16:42:24,Riyadh,Pizzeria,484.91602515524966,16.738206610301447,3.5839291333993293
274,2024-07-18 11:33:03,Mecca,Seafood,729.8911463921606,11.262026318854122,4.579144358938207
275,2023-04-14 12:35:25,Hail,Seafood,367.8395240102365,4.207729050808188,2.7927651115507826
276,2025-01-06 17:10:51,Jeddah,Fast Food,275.9113997071985,13.163087494491531,2.540298195991651
277,2022-10-04 10:53:25,Abha,Fast Food,544.1105497235865,17.362206819057782,1.1323721799470658
278,2022-06-16 14:56:25,Khobar,Indian Cuisine,99.90912270151976,15.392858584430593,1.9805308674616864
279,2023-10-30 18:25:29,Hail,Italian Cuisine,297.0104784290409,15.737831251077681,3.333783544062414
280,2023-04-24 13:10:26,Jeddah,Seafood,514.0850424443427,7.06140820673067,4.657507259884741
281,2023-06-22 16:24:05,Medina,Vegetarian/Vegan,71.3721797003415,13.43055609277763,2.601471925907545
282,2023-04-19 18:16:22,Medina,Sweets,298.61316561278824,17.868358022785003,4.954002290371186
283,2024-07-02 02:01:40,Abha,Coffee,232.21656827237962,7.507446713889616,3.526956780265639
284,2023-11-25 09:41:37,Khobar,Barbecue,180.87097623059998,8.737091404328098,3.1246769302109763
285,2022-08-19 11:15:10,Khobar,Barbecue,439.8249064024718,17.89866335372583,3.8379067263807913
286,2024-11-09 08:03:00,Hail,Italian Cuisine,102.95934992189194,6.649916279489455,2.6900815948608305
287,2022-07-17 10:54:20,Medina,Vegetarian/Vegan,311.7295535803362,7.5710601745507855,4.364191917030069
288,2022-08-25 03:43:58,Jeddah,Bakeries,183.81335589611385,12.94208946868623,2.531818459549772
289,2022-01-17 12:27:58,Riyadh,Sushi,700.7677023286458,18.122077588732765,2.7505561813197485
290,2022-01-17 00:09:55,Khobar,Sweets,455.65884879668425,4.313901939555134,3.02972116227553
291,2023-12-27 05:47:16,Riyadh,Pizzeria,50.00886411028499,12.728539922961899,4.155171422253639
292,2022-08-16 02:58:54,Khobar,Sushi,315.5095045289517,13.119191154820086,2.015353653216029
293,2024-09-01 05:23:39,Jeddah,Fast Food,534.6823710249503,15.210687285512792,4.355301746006622
294,2024-04-03 09:26:31,Buraidah,Bakeries,763.6534760746741,4.1721182845787546,1.7257254478349302
295,2023-09-13 15:05:46,Mecca,Seafood,714.080703744463,19.096134014231154,4.800294941214662
296,2022-06-27 00:35:05,Buraidah,Fast Food,37.91509350704537,15.774801797761405,4.247636452883999
297,2025-01-18 14:09:44,Dammam,Coffee,422.2111340971911,14.13783287046341,1.178188057598033
298,2023-04-12 02:21:48,Buraidah,Indian Cuisine,371.22731013011276,7.545827230568008,1.7798209526697422
299,2022-12-26 02:47:07,Khobar,Vegetarian/Vegan,712.5259096349406,6.06478452849205,4.198711585767153
300,2024-02-29 17:58:08,Abha,Fast Food,669.441142902581,13.353347278905803,2.4793503506406727
301,2022-02-18 17:39:37,Khobar,Pizzeria,536.9233167850941,8.147374591884356,2.3111064734386253
302,2024-09-02 09:40:02,Mecca,Pizzeria,633.764351562703,10.921262747837432,3.2691821847396656
303,2023-11-29 22:03:35,Hail,Burger,365.15538488775627,5.720628330637146,1.0325206834857386
304,2024-11-29 03:11:10,Abha,Fast Food,400.0203991340363,7.911421194122298,4.990158065942023
305,2022-08-15 19:37:36,Buraidah,Vegetarian/Vegan,585.5628549782425,19.576002405730883,4.423228959863584
306,2022-09-14 04:55:06,Mecca,Bakeries,129.64639558079523,15.456928800962489,4.669921692215896
307,2023-12-10 17:58:11,Medina,Vegetarian/Vegan,202.29958527567848,15.248888313479226,1.5635603626020753
308,2023-11-28 11:29:52,Buraidah,Vegetarian/Vegan,37.55608730867013,17.668660348461678,2.0565518759557655
309,2022-04-06 08:22:09,Khobar,Bakeries,480.5387319606041,6.458175625932901,3.4255619838698
310,2022-02-13 23:38:59,Hail,Barbecue,195.66266696895696,17.565740229743618,4.09402742022149
311,2023-09-22 08:06:40,Khobar,Sweets,686.5177095408549,5.106838729348578,3.7262711794728953
312,2024-02-21 07:16:38,Jeddah,Seafood,111.21358809322629,12.815523120396566,1.3327190470716244
313,2024-08-26 06:38:45,Dammam,Sushi,54.1569528514669,16.625191569651776,4.257933017063058
314,2023-02-12 22:35:56,Khobar,Sushi,469.6460190510552,16.359189735381364,1.357459875556105
315,2022-11-22 23:12:33,Khobar,Barbecue,74.95489174937794,10.133820669413007,3.5275644869684455
316,2022-03-29 08:55:01,Khobar,Sushi,156.71302810559683,15.801702715623339,2.6991126160614383
317,2023-02-23 11:46:14,Buraidah,Coffee,333.3984677049363,17.227898873480893,3.1628308117300636
318,2023-04-09 03:29:36,Dammam,Vegetarian/Vegan,559.2948085089248,4.074665239672278,2.7659750169405912
319,2022-04-30 07:21:59,Jeddah,Seafood,334.759482725644,8.204898223473013,4.778232538499822
320,2024-06-12 09:09:52,Buraidah,Coffee,173.06476689823953,18.143534543751315,3.0298067814981926
321,2022-11-02 10:10:34,Medina,Seafood,602.9496472362308,9.78748232006761,1.6298724052724385
322,2024-06-30 06:42:36,Hail,Fast Food,683.2408341352885,12.193823521789799,1.8272522287195208
323,2024-08-25 03:21:39,Khobar,Bakeries,205.18545435370635,18.20485152872611,3.971052817156614
324,2023-11-27 23:34:42,Khobar,Vegetarian/Vegan,444.1520207679977,11.644977599480578,1.3342699830383138
325,2024-06-02 15:19:06,Riyadh,Burger,42.703841709675515,13.321959419382992,4.339537033776777
326,2022-09-20 15:26:33,Medina,Vegetarian/Vegan,654.2548778231712,9.316388277129482,3.7496306428445427
327,2024-10-31 03:21:27,Medina,Indian Cuisine,370.88069826652435,18.13774943693206,4.646586176721516
328,2022-04-26 13:10:46,Khobar,Fast Food,255.915338454754,18.32220991075888,1.38761542112902
329,2024-01-18 12:14:48,Hail,Burger,494.59945275880153,4.56743715361168,1.2033136876530421
330,2022-11-24 02:18:58,Jeddah,Barbecue,429.0156277979083,19.306947958523494,1.8049832488791329
331,2022-11-13 22:47:48,Jeddah,Italian Cuisine,565.9212989493777,11.867924839714007,2.466684672934798
332,2023-01-13 13:42:04,Abha,Indian Cuisine,436.3313754168912,13.261226634804355,3.752637033144354
333,2023-03-06 02:13:44,Tabuk,Seafood,264.0659083163981,11.501149586807578,3.525984892237495
334,2023-05-07 21:18:08,Hail,Sweets,234.83337739301336,6.943910595954652,3.590726149979807
335,2024-10-29 02:15:09,Dammam,Burger,625.5724519193222,4.070928803126545,2.233311242650137
336,2024-07-13 12:13:36,Jeddah,Italian Cuisine,95.8947620067629,17.205859691132627,2.316362192397012
337,2024-12-27 07:26:58,Riyadh,Fast Food,166.70987663793238,8.289286351937028,4.061379294074177
338,2022-12-21 15:22:32,Mecca,Sushi,396.57801833576366,5.280757406568462,4.690777391344364
339,2023-03-07 03:17:00,Abha,Indian Cuisine,55.00142608536301,7.98465361468301,4.114181652200656
340,2022-04-04 21:08:00,Tabuk,Seafood,180.84132691472809,7.052057225491813,1.0545729400940878
341,2023-08-28 01:09:17,Abha,Sushi,625.9831995512886,8.278145260353645,1.0272270788337963
342,2024-09-14 19:34:01,Mecca,Barbecue,618.0835074873637,9.102177066916635,4.234194052943327
343,2024-01-02 22:18:25,Riyadh,Barbecue,792.7629036465679,17.38998690248968,4.096306643012969
344,2022-07-22 17:17:55,Buraidah,Vegetarian/Vegan,542.5315750402174,15.32710760148296,3.2888041683789844
345,2023-04-05 10:58:24,Mecca,Fast Food,419.58704787157524,8.082543043743529,2.8357636198507845
346,2023-01-15 08:44:52,Dammam,Seafood,513.2448335271279,16.874059667943524,3.1976803401119556
347,2024-06-27 05:26:40,Abha,Italian Cuisine,274.70353931365435,18.915872316727658,3.143616830218426
348,2022-08-05 11:55:15,Dammam,Barbecue,541.8642091690112,7.466109475249912,3.7865043569738397
349,2024-09-29 10:09:45,Mecca,Burger,315.2712443962326,19.7919222516797,1.2704839363447489
350,2022-12-14 12:46:18,Dammam,Vegetarian/Vegan,161.49790041053708,13.536681311794373,4.402509195005132
351,2022-06-05 02:53:16,Abha,Coffee,379.50873678510817,10.864033099752723,1.2395712497416005
352,2023-08-09 17:05:57,Tabuk,Fast Food,156.91098469793997,12.902726613782258,4.544850165139732
353,2024-07-24 09:51:03,Tabuk,Burger,340.01384840264944,18.339151305598797,2.942411784016855
354,2023-06-13 05:57:50,Tabuk,Bakeries,119.2059671356402,13.908139923268944,3.450159505607558
355,2023-04-05 17:14:05,Buraidah,Coffee,386.55645948025443,16.333406435401244,1.7790256366367556
356,2024-01-30 10:18:35,Medina,Pizzeria,790.2833337136458,11.233174287699372,2.4144256640393538
357,2022-11-07 18:52:31,Medina,Fast Food,388.13034870905125,19.580075764731816,2.3709462270089707
358,2022-01-13 18:09:21,Abha,Seafood,144.78808659899124,7.21581203264293,3.843630218099733
359,2024-08-31 03:11:09,Jeddah,Bakeries,109.51157055217752,15.313304951747988,3.1173263098405024
360,2024-12-27 20:23:41,Mecca,Sweets,555.413023394223,5.078763406292602,2.0166917633355688
361,2024-06-19 00:39:53,Khobar,Coffee,453.4866673368874,6.039173996494007,4.944753613059042
362,2024-10-11 20:11:23,Jeddah,Vegetarian/Vegan,640.9972807809994,8.842702158439096,4.867193723761826
363,2024-08-24 03:32:18,Riyadh,Indian Cuisine,744.265713802714,4.407250211094288,1.7102762551677086
364,2024-05-20 22:12:52,Medina,Pizzeria,501.13521108574395,15.644979439371818,1.9877701640511067
365,2024-08-25 11:10:56,Mecca,Burger,382.40807842073707,9.807447468816424,4.442486081510054
366,2022-08-28 07:10:09,Khobar,Vegetarian/Vegan,281.2496043742889,5.980304581968323,2.770743265511894
367,2022-04-02 23:45:23,Riyadh,Seafood,406.19799136891896,6.489203676747724,1.6366774931057302
368,2022-07-28 11:23:05,Riyadh,Italian Cuisine,209.32475014849138,9.327504287437023,2.9289132162289397
369,2024-08-16 18:55:20,Jeddah,Barbecue,504.9856703210887,18.388547848214337,3.114337048309284
370,2024-05-24 04:19:49,Khobar,Italian Cuisine,412.67799766952203,9.031891650979853,1.0728635698794036
371,2023-08-25 20:56:39,Khobar,Seafood,517.4013714752575,10.231730498650778,3.144914110992297
372,2023-09-14 00:57:26,Hail,Sushi,56.489435501745696,7.992654124056493,4.654343912453914
373,2022-02-17 08:54:30,Mecca,Indian Cuisine,496.61448909260196,10.545466877093059,2.433548205692611
374,2024-03-02 13:11:42,Dammam,Barbecue,82.79349283297512,5.723990613415143,4.309343247200071
375,2024-07-28 20:06:27,Medina,Bakeries,560.9066527389562,11.214897728330348,3.1384224010587807
376,2023-12-30 11:45:50,Abha,Bakeries,87.59200300644903,17.635215493371525,3.7078601413916665
377,2024-10-19 15:58:53,Khobar,Fast Food,558.142902921296,14.747471322444463,3.7902309014476403
378,2025-01-27 22:44:59,Hail,Vegetarian/Vegan,460.6880378449775,17.333030425537558,2.392699501018988
379,2024-08-11 12:52:32,Dammam,Seafood,553.6146495581811,6.219393534478769,3.246434618696353
380,2023-08-15 10:45:36,Abha,Sushi,231.58480219598198,12.091056859426883,4.47021031793566
381,2022-03-07 09:47:34,Khobar,Indian Cuisine,173.10261369955884,13.700776193609503,1.7642355904603861
382,2024-12-04 12:33:45,Riyadh,Burger,435.8310689797834,9.320827660619239,4.199052082775039
383,2022-06-30 03:57:25,Tabuk,Vegetarian/Vegan,709.5708639510268,11.948197747283533,1.0048641141848207
384,2023-10-12 16:38:04,Jeddah,Vegetarian/Vegan,703.3640052311595,4.482817432357747,4.280081000169853
385,2023-06-06 22:59:10,Abha,Barbecue,72.86330605102435,11.738568572736941,1.6607238899911083
386,2024-04-17 23:30:40,Medina,Sweets,513.9352196075224,8.405668854190104,2.5122178309292824
387,2023-12-27 08:34:46,Khobar,Vegetarian/Vegan,248.23806132611517,5.280591589910584,2.057811059256237
388,2024-11-27 23:08:10,Buraidah,Sweets,511.9952090907197,9.07321766934237,4.859498773687833
389,2023-06-30 18:14:10,Riyadh,Bakeries,335.5210953596431,6.0794479355192586,1.0071344257524033
390,2023-10-19 09:58:02,Medina,Vegetarian/Vegan,239.7180687420379,13.59676555370864,2.913826691853308
391,2023-11-13 13:36:05,Medina,Seafood,177.96837949243846,12.70765286684454,1.0911889525803429
392,2023-05-13 19:23:44,Hail,Sushi,652.5251849598673,12.808820167683544,3.251122080941729
393,2023-01-13 08:00:29,Tabuk,Italian Cuisine,281.3357805693931,18.909248697842123,3.5071217384310067
394,2022-10-13 02:20:04,Khobar,Fast Food,784.5405668431432,5.248540115717445,4.979005317574479
395,2022-11-06 07:51:40,Abha,Burger,546.9434181525033,5.072996659840193,4.109310477659907
396,2023-03-11 10:21:10,Tabuk,Barbecue,598.0472427279589,15.118517641302372,2.5517274707004396
397,2024-03-28 12:14:56,Tabuk,Barbecue,431.0721223046682,4.134818716444901,2.630293416773849
398,2023-07-07 11:05:02,Mecca,Sushi,729.9005321507797,7.09352634798867,4.512435158283884
399,2022-10-24 23:43:43,Buraidah,Italian Cuisine,541.2181732895103,18.0043115000057,2.990318138351994
400,2023-04-06 13:01:48,Buraidah,Fast Food,80.79103748670818,15.777430632428253,4.310873644910151
401,2023-03-15 22:31:20,Buraidah,Barbecue,454.5137420463849,9.960615436644652,2.7784501980264986
402,2023-07-06 13:48:58,Riyadh,Bakeries,527.1575177524134,16.681516070561827,4.847990463081624
403,2023-08-17 19:31:21,Tabuk,Vegetarian/Vegan,529.2686141822253,11.586369659630693,2.730583628229369
404,2022-07-20 10:36:46,Tabuk,Indian Cuisine,646.9448964397227,6.930821409753918,3.200917280149086
405,2022-11-15 09:39:32,Dammam,Italian Cuisine,308.3921367009827,16.542733853117383,4.692377458547416
406,2022-09-22 15:45:15,Abha,Fast Food,225.49073243030827,13.97411845710728,3.8355528185326135
407,2022-08-26 11:52:39,Dammam,Italian Cuisine,301.0084038881672,16.198785156421536,4.203028378881431
408,2022-06-12 22:45:27,Abha,Bakeries,534.2131441923639,13.164764489399115,2.3549289919890146
409,2024-01-18 22:27:29,Abha,Indian Cuisine,183.228623942738,13.244615120077626,2.5054071056650833
410,2024-05-05 19:36:05,Riyadh,Indian Cuisine,152.93686212531045,19.61911116917642,4.811502849237812
411,2022-05-01 00:30:45,Hail,Barbecue,421.0478708110304,9.06327885337943,2.4373362556637495
412,2022-08-12 06:32:47,Tabuk,Seafood,797.9999562158009,18.61121617084521,1.709398094899269
413,2024-11-15 13:49:53,Buraidah,Burger,266.21061413376106,11.55303817886155,3.0909800533052465
414,2022-07-05 10:07:20,Jeddah,Burger,211.0963963610103,16.078038943931027,4.211572802323966
415,2025-01-04 22:27:03,Abha,Sweets,341.17310253173304,11.138433914128177,1.1766301029457744
416,2022-11-02 07:36:10,Abha,Indian Cuisine,455.19213930476724,17.020250903933807,3.439200959728105
417,2023-12-07 11:19:07,Riyadh,Vegetarian/Vegan,546.3365970712538,10.070478100320003,2.533550178182325
418,2025-01-20 17:05:39,Riyadh,Seafood,697.3167890436881,4.853729790069011,3.4930969311023463
419,2023-09-13 06:16:48,Khobar,Italian Cuisine,545.1849768980646,13.590248970463929,2.3240720073629655
420,2023-08-31 08:36:01,Jeddah,Seafood,70.54900498832731,11.143705375165665,4.8948866477183905
421,2022-12-28 20:20:41,Buraidah,Pizzeria,769.0602565914227,8.5087866679418,4.437634148665407
422,2022-04-27 13:22:26,Riyadh,Fast Food,718.1847388023539,10.979896440026732,3.9563638707175457
423,2023-03-09 06:30:26,Khobar,Burger,226.78051622970833,13.38979853143816,2.863870560475406
424,2024-02-05 05:51:43,Jeddah,Seafood,63.91744016382312,16.82252359880389,3.7923731904168827
425,2023-01-14 23:56:32,Jeddah,Pizzeria,557.8706922072748,18.761215252712113,4.73789599601257
426,2023-04-06 01:26:58,Buraidah,Burger,783.6835557580469,12.798000001631486,1.2844173198820847
427,2024-06-11 17:42:19,Khobar,Sweets,630.0202113339813,7.945395037038491,2.48308528585782
428,2023-03-28 09:22:54,Mecca,Vegetarian/Vegan,169.69057591362625,16.32459109740282,2.820162806664951
429,2025-01-21 06:43:26,Buraidah,Coffee,561.7629242538544,17.104985445647017,1.0570968901004836
430,2023-01-14 03:15:16,Buraidah,Indian Cuisine,625.3562228786809,7.400294120396033,3.6425544592750554
431,2022-04-01 15:21:42,Jeddah,Sushi,310.210033782421,11.959544308642606,4.7686771265540475
432,2022-03-31 05:01:07,Medina,Vegetarian/Vegan,609.0453521441549,4.765524824312857,2.3009425288209657
433,2024-05-30 07:33:09,Abha,Sushi,690.0801933182292,6.4897020779922965,3.880256943700736
434,2022-02-27 10:35:22,Hail,Coffee,736.5153120959425,18.31867692923789,3.385478818319839
435,2023-01-26 16:15:53,Hail,Seafood,257.8985728474684,13.757760311321091,1.7116315958385178
436,2024-03-01 13:59:01,Tabuk,Fast Food,709.2472497347572,9.363164991294223,2.093969469341013
437,2023-10-06 17:33:09,Buraidah,Coffee,150.98466552593433,4.275627569172585,4.951086499083864
438,2024-08-30 02:08:58,Buraidah,Sweets,432.7320357809694,7.319134880434492,1.9441015053396398
439,2024-07-27 17:57:05,Buraidah,Indian Cuisine,224.93685267297133,9.677531857702538,3.231151097576059
440,2022-06-07 18:48:15,Abha,Barbecue,125.77825239063354,5.546205905188524,4.387367908061451
441,2024-03-13 17:08:26,Dammam,Barbecue,608.4501607610239,19.188740637918173,4.473704354748504
442,2023-05-12 09:27:08,Hail,Fast Food,53.96629072602947,11.942203551185342,4.507635105366559
443,2022-06-22 12:43:40,Tabuk,Burger,565.7021634540798,14.79344941336172,2.236218225288095
444,2023-10-19 23:03:37,Abha,Burger,664.6720099157259,6.73244506770922,2.4228260823921377
445,2023-03-30 12:23:11,Jeddah,Vegetarian/Vegan,520.0707303309196,15.186810778393664,2.882337827471756
446,2022-06-27 05:02:44,Medina,Sweets,681.7874277156941,18.416716568245157,3.0499320132834957
447,2022-01-20 23:30:56,Mecca,Fast Food,783.8466975081441,10.063092014841239,2.9065179211694994
448,2023-11-09 00:18:42,Tabuk,Fast Food,328.29153295627015,19.770999418611133,1.3254643336722816
449,2022-03-08 01:05:43,Mecca,Vegetarian/Vegan,728.3342556169785,9.551818111108417,1.6253646292031245
450,2022-01-31 05:52:38,Mecca,Indian Cuisine,109.54116894032771,12.965640639721391,3.960747920317198
451,2024-05-13 09:02:34,Medina,Barbecue,613.2100755251026,16.50420753144943,2.468065094856536
452,2022-01-28 13:34:49,Khobar,Italian Cuisine,388.8539323546203,18.010353192039673,1.895630291103485
453,2023-12-03 14:27:32,Dammam,Pizzeria,170.3643133882689,10.53259631956786,2.115802127684549
454,2023-03-15 18:07:31,Abha,Coffee,780.7752210328181,18.39444377982705,4.30088272352295
455,2022-12-16 02:09:44,Medina,Barbecue,98.78267438839079,16.687331419035097,4.383414299657837
456,2024-08-19 06:17:23,Jeddah,Sushi,39.503159005329294,12.091344897649163,4.110327637283708
457,2022-07-08 14:24:32,Abha,Barbecue,589.1520390860326,18.897234896548333,3.3921215329863412
458,2022-09-27 09:21:14,Tabuk,Barbecue,175.27129167122422,16.83695248745963,2.1576780309958603
459,2023-03-01 08:26:11,Mecca,Coffee,550.5980143204514,5.472090970033371,1.020475743891354
460,2024-05-05 10:51:00,Abha,Vegetarian/Vegan,698.8883679317577,7.360056334437221,4.862512851669468
461,2022-08-08 23:14:20,Dammam,Pizzeria,397.648404754636,6.841653143414893,1.7722482570156806
462,2022-03-21 11:42:01,Khobar,Burger,124.38449309361346,7.3346751668671875,1.4005890952902322
463,2023-01-12 12:41:47,Abha,Pizzeria,563.5603431292755,16.943972341168976,2.912992061252873
464,2025-01-17 17:00:03,Tabuk,Seafood,370.52887263043067,14.55188167303611,1.5797374932609687
465,2024-12-26 03:13:37,Khobar,Sushi,769.5326720283657,16.367008419156875,1.8996560059076457
466,2022-06-20 20:33:40,Mecca,Sweets,300.7930414110302,7.5116178921061145,2.7578790304458702
467,2023-04-24 18:22:48,Jeddah,Seafood,310.40500516821237,16.01207938404207,4.825816492528668
468,2023-01-28 00:18:01,Mecca,Coffee,608.7145338445733,19.385514548337568,2.302888742826293
469,2022-10-16 06:41:48,Mecca,Seafood,347.07756940187807,14.314413854649656,1.575348064174642
470,2023-09-13 14:25:30,Dammam,Coffee,639.5566976133834,15.874028508422931,2.692395177580439
471,2025-01-16 20:15:21,Abha,Coffee,296.4187680371318,10.999514613622475,1.5805168587477976
472,2022-04-16 17:32:17,Abha,Fast Food,162.93853552702507,9.431773698835956,1.0861372577084385
