Date,Product,Sales_Quantity,Stock_Level,Promotion_Applied
2023-06-16,Product_A,348,857,False
2023-06-17,Product_A,185,454,True
2023-06-18,Product_A,385,77,True
2023-06-19,Product_A,102,136,False
2023-06-20,Product_A,260,332,False
2023-06-21,Product_A,252,995,True
2023-06-22,Product_A,454,828,False
2023-06-23,Product_A,240,138,False
2023-06-24,Product_A,75,867,True
2023-06-25,Product_A,427,102,True
2023-06-26,Product_A,234,427,False
2023-06-27,Product_A,36,240,True
2023-06-28,Product_A,303,856,True
2023-06-29,Product_A,189,234,True
2023-06-30,Product_A,146,843,False
2023-07-01,Product_A,254,315,True
2023-07-02,Product_A,114,868,True
2023-07-03,Product_A,157,556,False
2023-07-04,Product_A,447,896,False
2023-07-05,Product_A,249,285,False
2023-07-06,Product_A,492,326,False
2023-07-07,Product_A,330,50,False
2023-07-08,Product_A,494,675,False
2023-07-09,Product_A,418,442,True
2023-07-10,Product_A,243,989,False
2023-07-11,Product_A,480,848,True
2023-07-12,Product_A,176,432,False
2023-07-13,Product_A,179,803,True
2023-07-14,Product_A,348,732,False
2023-07-15,Product_A,222,778,False
2023-07-16,Product_A,440,362,False
2023-07-17,Product_A,11,550,False
2023-07-18,Product_A,48,335,False
2023-07-19,Product_A,460,451,True
2023-07-20,Product_A,89,547,False
2023-07-21,Product_A,27,415,False
2023-07-22,Product_A,401,227,False
2023-07-23,Product_A,29,119,True
2023-07-24,Product_A,40,682,False
2023-07-25,Product_A,333,235,False
2023-07-26,Product_A,441,233,True
2023-07-27,Product_A,253,783,False
2023-07-28,Product_A,403,544,False
2023-07-29,Product_A,231,627,False
2023-07-30,Product_A,136,108,False
2023-07-31,Product_A,410,78,False
2023-08-01,Product_A,192,809,True
2023-08-02,Product_A,161,891,False
2023-08-03,Product_A,358,524,False
2023-08-04,Product_A,96,554,False
2023-08-05,Product_A,445,537,True
2023-08-06,Product_A,221,447,False
2023-08-07,Product_A,195,180,False
2023-08-08,Product_A,417,409,True
2023-08-09,Product_A,183,242,False
2023-08-10,Product_A,10,472,False
2023-08-11,Product_A,80,93,True
2023-08-12,Product_A,81,447,True
2023-08-13,Product_A,165,114,False
2023-08-14,Product_A,328,576,True
2023-08-15,Product_A,356,903,True
2023-08-16,Product_A,337,921,False
2023-08-17,Product_A,59,611,True
2023-08-18,Product_A,152,901,True
2023-08-19,Product_A,236,944,False
2023-08-20,Product_A,494,380,True
2023-08-21,Product_A,91,56,True
2023-08-22,Product_A,19,51,True
2023-08-23,Product_A,370,352,False
2023-08-24,Product_A,399,898,False
2023-08-25,Product_A,422,956,True
2023-08-26,Product_A,82,920,True
2023-08-27,Product_A,409,699,True
2023-08-28,Product_A,265,368,True
2023-08-29,Product_A,121,63,True
2023-08-30,Product_A,496,981,True
2023-08-31,Product_A,27,310,False
2023-09-01,Product_A,221,351,False
2023-09-02,Product_A,124,201,False
2023-09-03,Product_A,176,700,False
2023-09-04,Product_A,99,476,True
2023-09-05,Product_A,58,829,False
2023-09-06,Product_A,54,157,True
2023-09-07,Product_A,185,866,True
2023-09-08,Product_A,201,242,False
2023-09-09,Product_A,387,934,True
2023-09-10,Product_A,256,666,True
2023-09-11,Product_A,200,788,False
2023-09-12,Product_A,209,121,False
2023-09-13,Product_A,225,446,False
2023-09-14,Product_A,123,227,True
2023-09-15,Product_A,97,342,True
2023-09-16,Product_A,280,750,False
2023-09-17,Product_A,381,918,False
2023-09-18,Product_A,364,118,False
2023-09-19,Product_A,469,77,True
2023-09-20,Product_A,74,425,False
2023-09-21,Product_A,382,756,False
2023-09-22,Product_A,259,57,True
2023-09-23,Product_A,168,354,False
2023-09-24,Product_A,106,911,True
2023-09-25,Product_A,444,384,True
2023-09-26,Product_A,176,893,False
2023-09-27,Product_A,216,818,False
2023-09-28,Product_A,132,860,True
2023-09-29,Product_A,473,334,True
2023-09-30,Product_A,435,299,False
2023-10-01,Product_A,433,496,False
2023-10-02,Product_A,181,198,True
2023-10-03,Product_A,292,851,False
2023-10-04,Product_A,428,292,True
2023-10-05,Product_A,326,254,False
2023-10-06,Product_A,394,179,False
2023-10-07,Product_A,165,858,False
2023-10-08,Product_A,92,426,True
2023-10-09,Product_A,48,932,False
2023-10-10,Product_A,100,673,False
2023-10-11,Product_A,350,991,False
2023-10-12,Product_A,162,527,True
2023-10-13,Product_A,476,54,False
2023-10-14,Product_A,368,358,True
2023-10-15,Product_A,66,349,False
2023-10-16,Product_A,166,561,False
2023-10-17,Product_A,56,620,True
2023-10-18,Product_A,457,406,True
2023-10-19,Product_A,267,513,True
2023-10-20,Product_A,116,776,True
2023-10-21,Product_A,296,222,False
2023-10-22,Product_A,75,690,True
2023-10-23,Product_A,210,822,True
2023-10-24,Product_A,372,720,False
2023-10-25,Product_A,153,195,False
2023-10-26,Product_A,205,953,False
2023-10-27,Product_A,109,697,True
2023-10-28,Product_A,279,107,True
2023-10-29,Product_A,243,515,True
2023-10-30,Product_A,136,750,False
2023-10-31,Product_A,383,643,True
2023-11-01,Product_A,288,348,False
2023-11-02,Product_A,323,781,False
2023-11-03,Product_A,475,742,False
2023-11-04,Product_A,48,78,False
2023-11-05,Product_A,77,918,True
2023-11-06,Product_A,447,626,True
2023-11-07,Product_A,160,697,False
2023-11-08,Product_A,205,128,True
2023-11-09,Product_A,39,720,True
2023-11-10,Product_A,366,814,True
2023-11-11,Product_A,141,875,True
2023-11-12,Product_A,492,971,True
2023-11-13,Product_A,288,720,False
2023-11-14,Product_A,391,774,False
2023-11-15,Product_A,22,356,False
2023-11-16,Product_A,15,558,False
2023-11-17,Product_A,353,565,False
2023-11-18,Product_A,411,219,True
2023-11-19,Product_A,354,102,True
2023-11-20,Product_A,168,235,False
2023-11-21,Product_A,130,900,False
2023-11-22,Product_A,168,831,True
2023-11-23,Product_A,416,201,True
2023-11-24,Product_A,30,589,True
2023-11-25,Product_A,96,253,False
2023-11-26,Product_A,422,75,True
2023-11-27,Product_A,141,803,False
2023-11-28,Product_A,97,143,False
2023-11-29,Product_A,464,430,False
2023-11-30,Product_A,288,678,False
2023-12-01,Product_A,486,917,False
2023-12-02,Product_A,466,324,True
2023-12-03,Product_A,336,221,False
2023-12-04,Product_A,296,314,False
2023-12-05,Product_A,390,703,False
2023-12-06,Product_A,37,92,True
2023-12-07,Product_A,56,718,True
2023-12-08,Product_A,199,979,True
2023-12-09,Product_A,311,825,True
2023-12-10,Product_A,485,433,True
2023-12-11,Product_A,376,166,True
2023-12-12,Product_A,25,597,True
2023-12-13,Product_A,397,486,False
2023-12-14,Product_A,267,910,False
2023-12-15,Product_A,393,446,False
2023-12-16,Product_A,198,377,True
2023-12-17,Product_A,163,995,True
2023-12-18,Product_A,111,749,True
2023-12-19,Product_A,142,530,False
2023-12-20,Product_A,398,696,False
2023-12-21,Product_A,292,250,False
2023-12-22,Product_A,351,254,False
2023-12-23,Product_A,419,793,False
2023-12-24,Product_A,193,51,False
2023-12-25,Product_A,157,625,False
2023-12-26,Product_A,216,561,True
2023-12-27,Product_A,303,820,True
2023-12-28,Product_A,65,654,False
2023-12-29,Product_A,205,948,False
2023-12-30,Product_A,339,472,False
2023-12-31,Product_A,75,952,False
2023-01-01,Product_B,277,130,False
2023-01-02,Product_B,21,362,True
2023-01-03,Product_B,162,140,True
2023-01-04,Product_B,121,344,False
2023-01-05,Product_B,280,118,False
2023-01-06,Product_B,423,156,True
2023-01-07,Product_B,205,575,False
2023-01-08,Product_B,442,381,True
2023-01-09,Product_B,479,336,False
2023-01-10,Product_B,201,177,True
2023-01-11,Product_B,289,537,False
2023-01-12,Product_B,396,923,False
2023-01-13,Product_B,68,904,False
2023-01-14,Product_B,483,891,False
2023-01-15,Product_B,137,208,False
2023-01-16,Product_B,158,638,False
2023-01-17,Product_B,17,301,True
2023-01-18,Product_B,359,255,False
2023-01-19,Product_B,425,430,False
2023-01-20,Product_B,342,327,False
2023-01-21,Product_B,148,317,False
2023-01-22,Product_B,355,953,True
2023-01-23,Product_B,449,649,False
2023-01-24,Product_B,329,864,True
2023-01-25,Product_B,460,818,False
2023-01-26,Product_B,160,323,False
2023-01-27,Product_B,330,452,False
2023-01-28,Product_B,101,381,True
2023-01-29,Product_B,484,251,False
2023-01-30,Product_B,435,960,True
2023-01-31,Product_B,11,234,False
2023-02-01,Product_B,304,307,True
2023-02-02,Product_B,242,446,True
2023-02-03,Product_B,442,395,True
2023-02-04,Product_B,122,235,False
2023-02-05,Product_B,303,584,False
2023-02-06,Product_B,392,427,True
2023-02-07,Product_B,231,447,False
2023-02-08,Product_B,16,330,False
2023-02-09,Product_B,23,855,True
2023-02-10,Product_B,449,659,True
2023-02-11,Product_B,96,500,False
2023-02-12,Product_B,199,804,False
2023-02-13,Product_B,411,780,False
2023-02-14,Product_B,341,631,False
2023-02-15,Product_B,400,991,False
2023-02-16,Product_B,104,469,False
2023-02-17,Product_B,380,748,False
2023-02-18,Product_B,134,494,False
2023-02-19,Product_B,247,625,False
2023-02-20,Product_B,447,896,True
2023-02-21,Product_B,242,627,False
2023-02-22,Product_B,307,209,False
2023-02-23,Product_B,283,100,False
2023-02-24,Product_B,35,670,False
2023-02-25,Product_B,450,50,False
2023-02-26,Product_B,110,624,True
2023-02-27,Product_B,171,716,False
2023-02-28,Product_B,370,729,True
2023-03-01,Product_B,86,198,False
2023-03-02,Product_B,322,449,False
2023-03-03,Product_B,231,755,True
2023-03-04,Product_B,244,695,True
2023-03-05,Product_B,390,487,False
2023-03-06,Product_B,163,848,True
2023-03-07,Product_B,366,703,False
2023-03-08,Product_B,21,948,False
2023-03-09,Product_B,22,456,False
2023-03-10,Product_B,330,631,False
2023-03-11,Product_B,426,651,False
2023-03-12,Product_B,245,334,False
2023-03-13,Product_B,313,167,False
2023-03-14,Product_B,337,88,True
2023-03-15,Product_B,433,422,True
2023-03-16,Product_B,158,57,False
2023-03-17,Product_B,243,949,False
2023-03-18,Product_B,341,403,True
2023-03-19,Product_B,456,54,False
2023-03-20,Product_B,57,580,False
2023-03-21,Product_B,216,478,False
2023-03-22,Product_B,197,487,True
2023-03-23,Product_B,477,621,False
2023-03-24,Product_B,451,818,False
2023-03-25,Product_B,370,396,False
2023-03-26,Product_B,290,89,True
2023-03-27,Product_B,432,677,True
2023-03-28,Product_B,76,285,False
2023-03-29,Product_B,47,564,True
2023-03-30,Product_B,40,989,True
2023-03-31,Product_B,319,951,False
2023-04-01,Product_B,28,73,False
2023-04-02,Product_B,214,538,False
2023-04-03,Product_B,21,450,False
2023-04-04,Product_B,351,516,False
2023-04-05,Product_B,123,77,False
2023-04-06,Product_B,358,474,True
2023-04-07,Product_B,77,203,True
2023-04-08,Product_B,130,671,True
2023-04-09,Product_B,322,410,False
2023-04-10,Product_B,131,348,True
2023-04-11,Product_B,70,947,False
2023-04-12,Product_B,322,447,False
2023-04-13,Product_B,57,332,False
2023-04-14,Product_B,386,292,True
2023-04-15,Product_B,371,723,False
2023-04-16,Product_B,416,667,False
2023-04-17,Product_B,211,244,True
2023-04-18,Product_B,332,271,True
2023-04-19,Product_B,142,325,True
2023-04-20,Product_B,40,472,False
2023-04-21,Product_B,455,673,False
2023-04-22,Product_B,421,590,False
2023-04-23,Product_B,144,465,True
2023-04-24,Product_B,172,844,True
2023-04-25,Product_B,177,336,False
2023-04-26,Product_B,462,716,True
2023-04-27,Product_B,114,992,True
2023-04-28,Product_B,435,651,True
2023-04-29,Product_B,427,656,True
2023-04-30,Product_B,380,747,False
2023-05-01,Product_B,38,839,True
2023-05-02,Product_B,312,112,True
2023-05-03,Product_B,140,550,False
2023-05-04,Product_B,496,726,False
2023-05-05,Product_B,265,828,False
2023-05-06,Product_B,41,406,True
2023-05-07,Product_B,465,82,False
2023-05-08,Product_B,362,263,True
2023-05-09,Product_B,412,458,True
2023-05-10,Product_B,203,360,False
2023-05-11,Product_B,71,736,True
2023-05-12,Product_B,473,582,False
2023-05-13,Product_B,41,766,False
2023-05-14,Product_B,256,258,True
2023-05-15,Product_B,185,61,False
2023-05-16,Product_B,348,506,False
2023-05-17,Product_B,189,252,False
2023-05-18,Product_B,57,183,True
2023-05-19,Product_B,54,323,True
2023-05-20,Product_B,26,646,False
2023-05-21,Product_B,361,557,False
2023-05-22,Product_B,139,718,True
2023-05-23,Product_B,44,591,True
2023-05-24,Product_B,91,534,False
2023-05-25,Product_B,246,972,False
2023-05-26,Product_B,156,941,True
2023-05-27,Product_B,19,314,False
2023-05-28,Product_B,239,702,True
2023-05-29,Product_B,317,868,False
2023-05-30,Product_B,430,224,False
2023-05-31,Product_B,315,385,False
2023-06-01,Product_B,170,983,False
2023-06-02,Product_B,286,302,False
2023-06-03,Product_B,92,683,True
2023-06-04,Product_B,241,555,False
2023-06-05,Product_B,50,328,False
2023-06-06,Product_B,303,232,True
2023-06-07,Product_B,53,599,False
2023-06-08,Product_B,283,724,True
2023-06-09,Product_B,355,333,True
2023-06-10,Product_B,95,394,False
2023-06-11,Product_B,328,750,False
2023-06-12,Product_B,335,666,True
2023-06-13,Product_B,300,487,True
2023-06-14,Product_B,135,66,False
2023-06-15,Product_B,118,238,False
2023-06-16,Product_B,72,638,True
2023-06-17,Product_B,374,276,False
2023-06-18,Product_B,152,464,False
2023-06-19,Product_B,87,866,False
2023-06-20,Product_B,184,769,True
2023-06-21,Product_B,455,59,True
2023-06-22,Product_B,189,174,False
2023-06-23,Product_B,72,870,False
2023-06-24,Product_B,477,415,False
2023-06-25,Product_B,153,68,True
2023-06-26,Product_B,352,967,False
2023-06-27,Product_B,353,871,True
2023-06-28,Product_B,366,513,True
2023-06-29,Product_B,283,581,True
2023-06-30,Product_B,161,329,False
2023-07-01,Product_B,321,684,False
2023-07-02,Product_B,386,937,False
2023-07-03,Product_B,368,745,False
2023-07-04,Product_B,227,264,False
2023-07-05,Product_B,436,597,False
2023-07-06,Product_B,311,628,False
2023-07-07,Product_B,341,358,False
2023-07-08,Product_B,180,522,True
2023-07-09,Product_B,499,294,True
2023-07-10,Product_B,344,499,True
2023-07-11,Product_B,393,86,True
2023-07-12,Product_B,117,229,True
2023-07-13,Product_B,37,732,True
2023-07-14,Product_B,426,148,True
2023-07-15,Product_B,236,287,False
2023-07-16,Product_B,399,771,True
2023-07-17,Product_B,447,300,True
2023-07-18,Product_B,53,67,False
2023-07-19,Product_B,111,684,False
2023-07-20,Product_B,46,661,True
2023-07-21,Product_B,255,619,True
2023-07-22,Product_B,276,431,False
2023-07-23,Product_B,157,220,True
2023-07-24,Product_B,206,467,False
2023-07-25,Product_B,308,651,False
2023-07-26,Product_B,331,61,True
2023-07-27,Product_B,293,901,False
2023-07-28,Product_B,273,300,True
2023-07-29,Product_B,65,352,True
2023-07-30,Product_B,106,255,True
2023-07-31,Product_B,166,491,False
2023-08-01,Product_B,179,943,True
2023-08-02,Product_B,403,801,True
2023-08-03,Product_B,52,459,False
2023-08-04,Product_B,76,975,False
2023-08-05,Product_B,179,872,False
2023-08-06,Product_B,365,73,True
2023-08-07,Product_B,99,512,False
2023-08-08,Product_B,219,786,False
2023-08-09,Product_B,41,381,True
2023-08-10,Product_B,449,877,True
2023-08-11,Product_B,394,481,False
2023-08-12,Product_B,42,789,True
2023-08-13,Product_B,203,336,False
2023-08-14,Product_B,425,584,False
2023-08-15,Product_B,262,450,False
2023-08-16,Product_B,56,907,False
2023-08-17,Product_B,260,859,False
2023-08-18,Product_B,64,835,True
2023-08-19,Product_B,330,751,True
2023-08-20,Product_B,425,866,True
2023-08-21,Product_B,421,713,False
2023-08-22,Product_B,430,681,True
2023-08-23,Product_B,375,798,False
2023-08-24,Product_B,471,468,True
2023-08-25,Product_B,75,510,True
2023-08-26,Product_B,413,562,True
2023-08-27,Product_B,291,766,True
2023-08-28,Product_B,328,414,False
2023-08-29,Product_B,235,739,True
2023-08-30,Product_B,496,587,False
2023-08-31,Product_B,248,741,True
2023-09-01,Product_B,283,921,False
2023-09-02,Product_B,432,173,True
2023-09-03,Product_B,346,166,False
2023-09-04,Product_B,227,453,False
2023-09-05,Product_B,406,696,False
2023-09-06,Product_B,72,351,True
2023-09-07,Product_B,310,384,True
2023-09-08,Product_B,16,67,False
2023-09-09,Product_B,283,138,False
2023-09-10,Product_B,496,568,False
2023-09-11,Product_B,283,356,False
2023-09-12,Product_B,199,559,False
2023-09-13,Product_B,227,703,False
2023-09-14,Product_B,282,393,True
2023-09-15,Product_B,37,770,True
2023-09-16,Product_B,263,756,True
2023-09-17,Product_B,21,248,False
2023-09-18,Product_B,48,765,False
2023-09-19,Product_B,85,52,False
2023-09-20,Product_B,267,89,True
2023-09-21,Product_B,75,425,False
2023-09-22,Product_B,101,869,False
2023-09-23,Product_B,79,678,True
2023-09-24,Product_B,268,487,False
2023-09-25,Product_B,318,942,True
2023-09-26,Product_B,250,198,False
2023-09-27,Product_B,324,446,True
2023-09-28,Product_B,365,268,False
2023-09-29,Product_B,304,307,False
2023-09-30,Product_B,342,168,False
2023-10-01,Product_B,224,76,True
2023-10-02,Product_B,480,416,False
2023-10-03,Product_B,194,939,True
2023-10-04,Product_B,427,519,False
2023-10-05,Product_B,483,161,True
2023-10-06,Product_B,237,787,True
2023-10-07,Product_B,426,278,True
2023-10-08,Product_B,109,356,True
2023-10-09,Product_B,497,178,True
2023-10-10,Product_B,209,583,True
2023-10-11,Product_B,419,784,True
2023-10-12,Product_B,145,227,True
2023-10-13,Product_B,64,616,True
2023-10-14,Product_B,427,479,True
2023-10-15,Product_B,247,690,True
2023-10-16,Product_B,80,211,True
2023-10-17,Product_B,114,964,True
2023-10-18,Product_B,240,442,True
2023-10-19,Product_B,159,575,True
2023-10-20,Product_B,149,511,False
2023-10-21,Product_B,188,519,True
2023-10-22,Product_B,85,710,True
2023-10-23,Product_B,303,999,False
2023-10-24,Product_B,22,911,True
2023-10-25,Product_B,201,950,True
2023-10-26,Product_B,252,872,True
2023-10-27,Product_B,46,859,False
2023-10-28,Product_B,493,562,True
2023-10-29,Product_B,457,72,True
2023-10-30,Product_B,388,603,True
2023-10-31,Product_B,223,602,False
2023-11-01,Product_B,338,252,False
2023-11-02,Product_B,26,739,False
2023-11-03,Product_B,194,721,False
2023-11-04,Product_B,203,719,True
2023-11-05,Product_B,45,200,True
2023-11-06,Product_B,150,611,True
2023-11-07,Product_B,238,369,False
2023-11-08,Product_B,323,164,False
2023-11-09,Product_B,496,956,True
2023-11-10,Product_B,417,694,False
2023-11-11,Product_B,292,268,True
2023-11-12,Product_B,429,602,False
2023-11-13,Product_B,61,854,True
2023-11-14,Product_B,266,358,True
2023-11-15,Product_B,420,419,False
2023-11-16,Product_B,399,405,False
2023-11-17,Product_B,145,949,True
2023-11-18,Product_B,494,953,True
2023-11-19,Product_B,237,692,False
2023-11-20,Product_B,286,335,False
2023-11-21,Product_B,71,504,False
2023-11-22,Product_B,333,712,False
2023-11-23,Product_B,485,611,True
2023-11-24,Product_B,61,112,True
2023-11-25,Product_B,492,625,False
2023-11-26,Product_B,443,758,False
2023-11-27,Product_B,99,66,True
2023-11-28,Product_B,264,460,False
2023-11-29,Product_B,362,333,False
2023-11-30,Product_B,72,391,False
2023-12-01,Product_B,287,197,False
2023-12-02,Product_B,400,290,True
2023-12-03,Product_B,465,704,True
2023-12-04,Product_B,302,969,True
2023-12-05,Product_B,442,674,False
2023-12-06,Product_B,395,253,False
2023-12-07,Product_B,113,927,True
2023-12-08,Product_B,418,413,True
2023-12-09,Product_B,93,475,True
2023-12-10,Product_B,133,816,True
2023-12-11,Product_B,183,712,True
2023-12-12,Product_B,269,890,False
2023-12-13,Product_B,331,972,False
2023-12-14,Product_B,457,259,True
2023-12-15,Product_B,216,689,True
2023-12-16,Product_B,244,630,False
2023-12-17,Product_B,381,474,True
2023-12-18,Product_B,91,246,False
2023-12-19,Product_B,210,576,False
2023-12-20,Product_B,58,301,False
2023-12-21,Product_B,259,456,False
2023-12-22,Product_B,57,809,True
2023-12-23,Product_B,498,657,True
2023-12-24,Product_B,107,989,False
2023-12-25,Product_B,383,198,False
2023-12-26,Product_B,400,795,True
2023-12-27,Product_B,486,643,False
2023-12-28,Product_B,20,492,False
2023-12-29,Product_B,499,513,True
2023-12-30,Product_B,159,543,True
2023-12-31,Product_B,140,118,False
2023-01-01,Product_C,171,875,False
2023-01-02,Product_C,87,809,True
2023-01-03,Product_C,242,832,False
2023-01-04,Product_C,248,905,False
2023-01-05,Product_C,340,791,True
2023-01-06,Product_C,195,868,False
2023-01-07,Product_C,154,806,True
2023-01-08,Product_C,223,322,False
2023-01-09,Product_C,246,360,True
2023-01-10,Product_C,402,994,True
2023-01-11,Product_C,87,76,True
2023-01-12,Product_C,365,585,True
2023-01-13,Product_C,197,759,True
2023-01-14,Product_C,162,86,False
2023-01-15,Product_C,230,706,True
2023-01-16,Product_C,325,443,False
2023-01-17,Product_C,224,462,True
2023-01-18,Product_C,84,169,False
2023-01-19,Product_C,323,847,True
2023-01-20,Product_C,455,546,False
2023-01-21,Product_C,374,136,True
2023-01-22,Product_C,309,746,False
2023-01-23,Product_C,102,907,False
2023-01-24,Product_C,46,464,False
2023-01-25,Product_C,37,779,False
2023-01-26,Product_C,458,918,True
2023-01-27,Product_C,351,272,True
2023-01-28,Product_C,233,640,True
2023-01-29,Product_C,227,527,False
2023-01-30,Product_C,415,447,False
2023-01-31,Product_C,14,158,True
2023-02-01,Product_C,113,764,True
2023-02-02,Product_C,221,484,False
2023-02-03,Product_C,47,653,True
2023-02-04,Product_C,342,529,False
2023-02-05,Product_C,485,307,True
2023-02-06,Product_C,50,343,False
2023-02-07,Product_C,251,589,False
2023-02-08,Product_C,405,300,False
2023-02-09,Product_C,370,532,True
2023-02-10,Product_C,305,645,True
2023-02-11,Product_C,144,330,False
2023-02-12,Product_C,116,172,False
2023-02-13,Product_C,345,206,True
