user_id,is_registered,visit_datetime,session_id,device_type,browser,referrer,page_views,session_duration_sec,country,city,signup_date,user_type,conversion,pages_visited,utm_source
87b41999-e54f-4adc-9281-2913aedd6f99,False,2025-06-22 18:30:32.771696,50786f3c-cce5-4a74-8d53-d597a98ecabe,Desktop,Chrome,Snapchat,3,473,Saudi Arabia,Jeddah,,Returning,True,"['/blog', '/home', '/contact']",ads
5d7d03b4-e027-482e-9651-8628258f4606,False,2025-07-04 18:18:36.955095,bf32b9af-bde7-43b1-93a1-066b8336c15a,Tablet,Edge,Snapchat,9,159,Saudi Arabia,Tabuk,,New,False,"['/contact', '/about', '/products', '/blog', '/login', '/home']",seo
b2423536-c759-4d60-a825-5ae4b03bb452,False,2025-06-19 01:01:31.893451,cd0f3b36-a004-4743-b546-e870f585b4ff,Desktop,Edge,Twitter,7,722,Saudi Arabia,Hail,,Returning,False,"['/blog', '/login', '/about', '/home', '/contact', '/products']",
c81fe60e-a946-4daa-a5c3-76238e628839,False,2025-07-03 07:28:02.706425,6b92fea2-f73f-4690-bf4b-6f7691d84c13,Mobile,Edge,TikTok,9,655,Saudi Arabia,Tabuk,,Returning,True,"['/about', '/blog', '/contact', '/login', '/products', '/home']",seo
2b111253-8571-4050-b0d8-00cacdbfe248,False,2025-07-15 20:00:59.338574,102bab69-5355-41fb-ba6c-42ad1200989c,Tablet,Safari,Google,4,714,Saudi Arabia,Abha,,New,False,"['/contact', '/products', '/blog', '/login']",ads
ebbb311f-dc2c-4a3b-92db-cf713543f5f7,False,2025-07-14 22:57:04.380428,967ff507-7d04-4209-bc15-2e5202a1df23,Desktop,Safari,Snapchat,3,256,Saudi Arabia,Abha,,New,True,"['/login', '/contact', '/home']",ads
965a835d-1869-435e-a174-2a8306947cd4,True,2025-07-15 18:59:59.468158,cc99c622-831a-46c7-bc7c-3e604e35ca3b,Desktop,Safari,TikTok,6,671,Saudi Arabia,Medina,2025-01-01 22:20:34.895124,Returning,False,"['/home', '/about', '/blog', '/login', '/products', '/contact']",influencer
bb3125ea-d64b-44a6-953b-a9b12f0b6687,False,2025-06-23 17:58:48.940312,d842120e-0611-495f-b373-16ce5f274485,Desktop,Chrome,TikTok,8,1007,Saudi Arabia,Riyadh,,Returning,False,"['/home', '/products', '/about', '/contact', '/login', '/blog']",ads
d201ecc5-2318-4317-b0d6-633034d8ab26,True,2025-07-14 14:38:31.286728,9ca6808a-8826-498b-91d2-ec2560841b19,Desktop,Firefox,Twitter,1,71,Saudi Arabia,Medina,2025-03-07 10:48:04.802680,Returning,False,['/products'],seo
56d2497c-e4c8-4597-b043-477cddcae6fc,False,2025-07-09 00:03:40.205667,feb2458e-4f84-40db-b9be-0e2fb7a30f28,Desktop,Safari,Instagram,4,981,Saudi Arabia,Jeddah,,New,False,"['/blog', '/products', '/home', '/login']",influencer
e29783f5-b26b-444d-9c51-ef6fcf852747,True,2025-07-02 08:14:31.509951,6667be5e-b8af-489d-be97-4c96e385bd66,Desktop,Edge,TikTok,5,802,Saudi Arabia,Tabuk,2025-05-01 06:08:31.057230,Returning,True,"['/about', '/contact', '/blog', '/home', '/login']",seo
4c66d5ed-2b2c-4745-80b6-6d4d92c64979,False,2025-06-24 12:53:53.091432,7fc0ccea-3a51-43e9-99b7-3b03c134af74,Desktop,Edge,Snapchat,5,601,Saudi Arabia,Mecca,,Returning,True,"['/products', '/about', '/home', '/login', '/blog']",influencer
9dd7a01d-9153-41c5-80cb-40552747c9fe,False,2025-07-02 16:40:02.049826,c74a6a83-8128-46da-82f9-efc5e3c7d085,Tablet,Firefox,Snapchat,1,1162,Saudi Arabia,Hail,,Returning,True,['/contact'],ads
0abf81da-3f02-4cbc-8472-a74ff2a88bbf,False,2025-07-14 00:39:38.748877,fe152f43-3d98-44d5-821a-3d14154a6fbb,Desktop,Firefox,Instagram,6,876,Saudi Arabia,Medina,,Returning,True,"['/blog', '/contact', '/products', '/login', '/about', '/home']",ads
da73bcc4-b799-4e1e-b6a4-2fb92311b4b1,True,2025-06-16 04:55:44.007951,d592cb1c-0298-4e5e-8ee1-8d424158017b,Mobile,Firefox,Snapchat,8,226,Saudi Arabia,Dammam,2025-01-16 16:45:20.654113,Returning,False,"['/home', '/about', '/products', '/contact', '/blog', '/login']",seo
453cc271-f59f-494a-ae32-1beb6011cce6,True,2025-06-21 05:06:28.049037,e51a3a74-c624-4d76-82ef-612148e16916,Desktop,Edge,TikTok,3,76,Saudi Arabia,Buraidah,2024-11-06 06:19:05.525075,New,True,"['/home', '/login', '/products']",influencer
45201d56-c4ab-4fa4-9612-fa57201a7e13,True,2025-07-01 01:52:14.282182,db2f7141-ba9c-4817-a859-3339744aa2fd,Tablet,Firefox,Snapchat,2,831,Saudi Arabia,Hail,2025-04-21 21:34:40.673985,New,True,"['/home', '/products']",seo
b3b9462d-0146-4a03-8972-064d07dca7fc,False,2025-06-22 16:56:49.988878,d82def04-fa57-4d29-8f6c-21e853558629,Mobile,Safari,Instagram,7,493,Saudi Arabia,Jeddah,,Returning,False,"['/login', '/about', '/home', '/contact', '/blog', '/products']",ads
516b1d49-1c31-407a-8d3a-a1724226d8f8,False,2025-06-20 07:25:20.542194,f33356ae-f6a1-4d42-9eaf-46f6e51350e1,Mobile,Edge,Snapchat,1,1030,Saudi Arabia,Mecca,,Returning,True,['/contact'],seo
6b16c2c4-c77e-4e0d-baa9-ebd6cbc5a6dc,True,2025-06-30 08:22:23.374986,9f6dd3d4-574b-4698-a53b-09847f066127,Mobile,Firefox,Google,9,1197,Saudi Arabia,Hail,2024-08-11 18:24:30.452994,New,True,"['/blog', '/contact', '/login', '/about', '/home', '/products']",influencer
d4ebd402-628a-4a07-a7a3-095c0ff8148c,False,2025-07-09 13:10:46.975772,3052b30a-9b20-45f8-b0a9-25b386bb136e,Tablet,Firefox,Snapchat,7,552,Saudi Arabia,Abha,,Returning,False,"['/about', '/blog', '/home', '/products', '/contact', '/login']",seo
843cb102-a44e-4e11-8335-c689fc00f999,True,2025-06-21 17:38:18.973728,a89f6758-3eea-4556-a211-8944ed8270b2,Desktop,Safari,Snapchat,3,843,Saudi Arabia,Tabuk,2025-04-01 17:20:57.841497,Returning,True,"['/contact', '/about', '/products']",influencer
c83fea48-2774-46f9-946b-1fdbcbeadd68,True,2025-06-16 02:49:57.208878,b91fb023-17a5-4b8f-b1b9-ebcc459240fb,Desktop,Chrome,TikTok,4,545,Saudi Arabia,Hail,2024-11-29 07:30:33.484914,Returning,True,"['/blog', '/home', '/about', '/contact']",seo
52a8c67a-ac6f-490b-ac62-661a569a37ca,True,2025-07-09 10:22:07.111490,5882424d-2e9d-4de8-9709-a8ac2ab7e5d1,Mobile,Chrome,Google,3,392,Saudi Arabia,Riyadh,2025-01-24 12:45:25.734116,Returning,False,"['/blog', '/login', '/home']",ads
c5e79aef-1cb9-4980-9e52-de17efd73678,False,2025-06-27 11:44:26.721752,f71296c4-5b46-47d4-8987-4fc81d0030b4,Tablet,Firefox,Google,8,539,Saudi Arabia,Khobar,,Returning,True,"['/contact', '/blog', '/home', '/login', '/about', '/products']",seo
69e5b5f5-dcbe-4d2e-9f14-5cbcb2281fbd,True,2025-06-25 20:33:56.412742,557b7193-9cf4-47d4-a212-fe5f49d665ee,Tablet,Firefox,TikTok,3,556,Saudi Arabia,Dammam,2025-01-26 16:38:27.111495,Returning,False,"['/about', '/contact', '/products']",
56ea3a0b-cf1b-4c7c-9c10-ec24c8200af6,True,2025-06-25 11:08:34.008138,be2f1787-32c2-413b-8c05-46d874bcee5c,Desktop,Firefox,Twitter,7,896,Saudi Arabia,Jeddah,2025-04-16 01:51:24.873941,Returning,False,"['/blog', '/login', '/products', '/home', '/about', '/contact']",
1b78e8a4-48ed-4006-ba70-270980be751a,False,2025-06-18 23:54:57.579583,25f67785-72a1-4557-b631-c4d64f21ee11,Mobile,Safari,Twitter,5,327,Saudi Arabia,Mecca,,New,False,"['/blog', '/home', '/contact', '/login', '/products']",ads
c6da3f10-0fcc-48d3-a84a-01123d4a3afd,True,2025-06-20 20:27:37.679939,f1a2750b-0b52-4553-b44f-de0125233493,Tablet,Edge,Google,6,438,Saudi Arabia,Tabuk,2025-01-04 19:35:35.567388,New,False,"['/login', '/products', '/blog', '/about', '/contact', '/home']",seo
0568316f-d404-4076-b449-8625a2dbfc72,False,2025-06-20 15:10:53.489678,5d938692-6888-404e-87fa-8f5b4eccf25c,Mobile,Safari,Snapchat,4,627,Saudi Arabia,Hail,,Returning,True,"['/home', '/blog', '/about', '/login']",ads
49a33252-a11b-4bdc-9dd1-161a97c5c760,False,2025-06-22 14:12:35.840362,e61508b1-7380-40eb-8315-f3787f5bfa79,Tablet,Firefox,Google,1,128,Saudi Arabia,Khobar,,New,True,['/contact'],ads
add1235e-2753-41d3-b379-5744df738240,False,2025-07-05 10:15:01.167577,c5604269-36f7-4c0e-9bf3-77512c03868c,Tablet,Edge,Twitter,10,937,Saudi Arabia,Khobar,,Returning,False,"['/home', '/about', '/products', '/contact', '/blog', '/login']",seo
b9467deb-4ca6-4da5-b1c3-cbf62b1d4b76,False,2025-07-12 04:21:37.378387,056a1f1f-a04e-480a-8ce2-7475456863b8,Tablet,Edge,TikTok,7,938,Saudi Arabia,Hail,,Returning,False,"['/about', '/login', '/products', '/blog', '/contact', '/home']",
5c44337f-2e25-4486-877d-4ffa04dbfbff,True,2025-07-13 03:45:42.394213,d431f478-ab10-4d90-ac67-b26458e74d27,Tablet,Firefox,Instagram,5,299,Saudi Arabia,Riyadh,2025-03-29 01:59:38.943273,Returning,False,"['/home', '/blog', '/contact', '/products', '/login']",ads
2a985b14-c8d4-4a6a-8bd4-36b07200a11c,False,2025-07-01 03:48:42.393440,5911f485-2aab-40a3-9a8d-5bb7ab8b4046,Tablet,Edge,Google,1,841,Saudi Arabia,Tabuk,,New,False,['/home'],seo
7710c83a-6cfa-4d86-acc8-d3852dbfcc85,False,2025-06-19 14:25:34.096875,72808fcf-5ad9-4101-af06-091c5376a8df,Tablet,Firefox,Snapchat,1,143,Saudi Arabia,Buraidah,,Returning,True,['/contact'],seo
172fc194-e504-41d7-9d92-17c6f161827e,False,2025-06-20 06:09:40.321738,f9bcd28c-8580-4986-88c4-dfe1b14d80a1,Tablet,Firefox,Snapchat,9,301,Saudi Arabia,Riyadh,,New,True,"['/about', '/home', '/contact', '/products', '/blog', '/login']",influencer
6cc60497-8797-4b6d-b42a-ef7707d982f7,True,2025-06-16 05:52:56.521626,3c4f80dd-6765-4d04-925a-336661bf6c8a,Tablet,Chrome,Twitter,9,1028,Saudi Arabia,Jeddah,2025-04-01 15:34:23.550611,New,False,"['/blog', '/products', '/about', '/contact', '/login', '/home']",seo
a74842da-7c74-4afe-9034-86e96e82e476,False,2025-07-11 22:44:59.678427,074743ae-1bfe-4fcd-a174-28008108b65e,Mobile,Edge,Instagram,9,827,Saudi Arabia,Jeddah,,Returning,False,"['/login', '/home', '/products', '/contact', '/blog', '/about']",seo
b0f9ca1b-3877-4d90-8408-eea102e9ff71,True,2025-06-24 14:24:02.996910,31b6bc5b-89f0-42b3-9256-910d19de0da2,Mobile,Firefox,Snapchat,10,515,Saudi Arabia,Medina,2025-05-20 20:56:19.634309,New,False,"['/login', '/about', '/contact', '/blog', '/home', '/products']",
3fdb8946-69c7-496e-a10c-727bd635fbf3,False,2025-06-16 01:20:42.664303,d3864146-6cf6-4a8f-a4c4-81c1bfee59b7,Desktop,Edge,Instagram,5,84,Saudi Arabia,Khobar,,Returning,False,"['/home', '/about', '/contact', '/blog', '/products']",influencer
7d49c6c9-f581-4556-9ef3-17daca9807b0,False,2025-07-03 06:50:21.082518,f7ee8121-45e8-4719-9a91-b603dbb7c9f1,Desktop,Edge,Twitter,4,269,Saudi Arabia,Buraidah,,Returning,False,"['/login', '/contact', '/blog', '/about']",seo
917e9bc5-7604-41ad-9fb7-ddc32d6d5cb5,False,2025-07-09 16:58:37.592150,8782a0cc-06f9-4bfa-b3f3-0dcec614b94d,Tablet,Safari,Twitter,6,902,Saudi Arabia,Hail,,Returning,False,"['/products', '/blog', '/login', '/contact', '/about', '/home']",ads
b33b78f1-044f-46c2-8dff-c1d95b6a78aa,True,2025-07-12 08:22:53.920201,c38f6046-36e7-4f89-a0c8-b430137c30f8,Desktop,Firefox,Twitter,10,118,Saudi Arabia,Khobar,2024-11-08 17:52:42.824512,Returning,True,"['/blog', '/contact', '/login', '/home', '/about', '/products']",seo
130d4e1a-a17e-4764-8cdb-afdefa65f324,True,2025-07-08 07:13:23.361748,4a53cd28-b80b-4f3a-8ce8-a027e3542eaf,Mobile,Edge,Google,8,746,Saudi Arabia,Tabuk,2025-07-14 12:51:16.285958,New,True,"['/about', '/login', '/home', '/blog', '/products', '/contact']",
348f65a8-f350-46d6-acb0-8d8ecfe8866c,True,2025-07-02 15:52:45.810237,13be91af-17f2-4630-b8de-0f7a8954d6e3,Tablet,Chrome,TikTok,10,290,Saudi Arabia,Tabuk,2025-02-16 06:01:13.507970,New,False,"['/about', '/products', '/login', '/contact', '/blog', '/home']",
08f90f41-ac32-4606-b3ae-886f3208f0ea,True,2025-06-29 22:59:42.625690,ffde1063-901c-4cf3-a83d-729d4af18288,Tablet,Safari,Google,7,307,Saudi Arabia,Hail,2025-03-23 23:56:38.930979,New,False,"['/blog', '/login', '/home', '/about', '/contact', '/products']",ads
027c1a13-9d77-4f5f-b3d3-34c138374c62,True,2025-07-13 16:02:38.042293,4172877b-6625-41fb-b5df-438ad846c5d5,Desktop,Safari,Twitter,5,611,Saudi Arabia,Dammam,2024-12-31 11:20:53.288265,New,True,"['/home', '/login', '/about', '/products', '/contact']",
7b0a8d69-27d0-49d6-83d3-a7126bfbae1d,True,2025-07-14 13:25:52.602340,55ccc85c-aa73-434e-9dad-688e8072172a,Desktop,Firefox,Snapchat,2,1096,Saudi Arabia,Medina,2025-03-30 02:43:45.817572,New,False,"['/products', '/blog']",influencer
ced0ec36-5d71-42d1-aa7f-bfee97a13001,True,2025-07-09 07:32:49.640723,6007a899-c0b3-4f72-a298-ed947b88831c,Tablet,Chrome,Twitter,7,625,Saudi Arabia,Abha,2025-06-10 20:41:40.032871,Returning,True,"['/blog', '/login', '/products', '/about', '/contact', '/home']",
599877b8-2ac6-47a0-b563-5dfb570e534e,False,2025-06-22 00:48:24.576866,464fbdbe-d220-4322-a8f4-ea6918a4e1cd,Tablet,Edge,TikTok,6,379,Saudi Arabia,Dammam,,New,True,"['/contact', '/blog', '/login', '/home', '/products', '/about']",influencer
71ed3b44-5b17-4a51-9dc3-e6931a93272d,True,2025-07-15 19:39:03.075473,40663a62-8e9c-4380-9414-0b57e340ee54,Desktop,Firefox,Instagram,2,1182,Saudi Arabia,Tabuk,2024-12-04 15:45:02.157175,New,False,"['/products', '/contact']",
fb3a1fa9-8b7c-4cd2-b461-acdeb9c2d673,False,2025-07-08 16:31:05.079080,55f8a8dc-2eff-431a-8c22-02b9088755ae,Mobile,Chrome,Snapchat,1,843,Saudi Arabia,Tabuk,,New,True,['/blog'],ads
73b55424-da08-4b07-8c01-ea59ce7bc06f,True,2025-06-20 22:02:39.310075,d2630ab5-2fd3-464b-8896-6b5c8b6673c9,Mobile,Safari,TikTok,8,812,Saudi Arabia,Abha,2025-03-17 21:37:09.400303,New,False,"['/about', '/contact', '/login', '/blog', '/home', '/products']",
0eacde6c-ceab-4916-935e-50df14663476,True,2025-07-10 05:11:06.170044,83768c6c-d824-4a16-9fa3-149281d89e29,Mobile,Edge,TikTok,4,121,Saudi Arabia,Medina,2024-12-01 14:38:28.480230,New,False,"['/login', '/contact', '/products', '/blog']",ads
af5bc536-9f4a-4541-a795-d35a968e60bf,True,2025-06-29 08:04:22.636416,763d8e8b-1eac-409d-9dd9-74622529f99d,Mobile,Edge,Instagram,1,573,Saudi Arabia,Hail,2024-12-25 12:24:25.532931,New,True,['/about'],influencer
1e347b3a-dd37-4cfb-b3f3-4738b89dde5c,True,2025-07-04 21:11:52.699081,9f9b54d5-ebe1-4164-b8c9-127ed8092afe,Desktop,Edge,Instagram,8,949,Saudi Arabia,Medina,2024-10-13 18:21:42.191539,Returning,True,"['/login', '/blog', '/products', '/about', '/contact', '/home']",ads
b770786d-2ba0-405f-a861-683f56c4e924,True,2025-07-15 01:02:19.350354,03233a41-3072-470c-8d29-f965d25dc0ab,Mobile,Edge,TikTok,5,635,Saudi Arabia,Medina,2024-12-05 16:54:13.444600,Returning,False,"['/home', '/about', '/login', '/products', '/blog']",influencer
f3db49a3-77d6-4c13-b23a-a28fcab6ff1d,True,2025-06-23 13:52:09.532815,c7d88ed4-cc4f-4c81-8ef7-0ab4d364d790,Tablet,Firefox,Twitter,6,1191,Saudi Arabia,Tabuk,2025-03-14 10:17:20.169683,New,True,"['/contact', '/products', '/blog', '/about', '/login', '/home']",influencer
71650a1c-9f5c-4f3e-a2c7-9c9768104cdd,False,2025-06-20 03:57:22.277192,322cb908-bf86-40da-9330-9e7717e6ae41,Mobile,Firefox,TikTok,3,1171,Saudi Arabia,Medina,,Returning,True,"['/contact', '/products', '/about']",influencer
3fe84287-0c08-45c5-9047-364740e16cc2,True,2025-07-08 10:05:22.591117,f7d466bd-c634-4439-a3d1-01076df63218,Mobile,Firefox,Snapchat,7,922,Saudi Arabia,Hail,2024-12-22 05:59:53.932243,New,False,"['/blog', '/products', '/about', '/login', '/contact', '/home']",influencer
12b2c043-0302-40eb-b16f-1de9a42f2d8f,True,2025-07-01 21:10:50.923022,b4a8f9e2-860c-47e1-8072-c41ff303ae3f,Mobile,Safari,Google,2,76,Saudi Arabia,Hail,2024-12-26 21:20:24.253264,New,True,"['/home', '/contact']",ads
e4ef4551-4200-4cdb-91d4-7b661d4db290,True,2025-07-07 14:12:36.469016,cb73c1a7-5782-4cc4-b4d0-fd4dab3b7913,Mobile,Chrome,TikTok,3,55,Saudi Arabia,Hail,2024-10-29 23:38:15.663184,Returning,False,"['/about', '/login', '/contact']",ads
6a0910b9-43cb-490d-9bd0-04172c0db1f7,False,2025-06-22 14:13:08.488135,ce1f53ee-18fd-462b-9cde-7d7f0c8f2417,Mobile,Chrome,Snapchat,8,360,Saudi Arabia,Riyadh,,New,True,"['/contact', '/home', '/products', '/blog', '/login', '/about']",
c35af27b-3c78-4dc0-b80e-13da429f2031,True,2025-07-15 01:29:26.832773,cbac275e-b023-413a-a1f6-80e065f3f3c6,Mobile,Chrome,Snapchat,4,35,Saudi Arabia,Mecca,2025-01-26 15:29:34.189614,Returning,True,"['/products', '/contact', '/login', '/about']",ads
e20c6f66-b38a-4682-b63b-862a423d84b2,False,2025-06-17 21:49:38.139082,37accf29-8da7-4dd0-b5a4-a570cce9a65a,Mobile,Safari,Twitter,7,1014,Saudi Arabia,Hail,,Returning,True,"['/blog', '/about', '/home', '/login', '/products', '/contact']",influencer
509f2fd0-074f-45a0-9e2b-36159a203e43,True,2025-06-18 06:07:43.711715,a0f578c3-ceb4-4e6c-8346-0f784dce2cf7,Desktop,Edge,Snapchat,6,43,Saudi Arabia,Hail,2024-12-29 02:36:46.806224,Returning,False,"['/products', '/blog', '/login', '/contact', '/home', '/about']",
1fead7e2-bdc2-4b86-a582-3e255d8dbcaf,False,2025-07-09 07:57:18.783227,505986dd-2171-473f-b7ad-032e48505697,Mobile,Safari,Instagram,5,299,Saudi Arabia,Riyadh,,New,True,"['/home', '/contact', '/login', '/blog', '/about']",
ac45e626-aa87-473e-928c-8dbb4907cb5a,True,2025-07-09 19:09:57.661546,8e8745a2-ccaf-46f7-bf88-e5dcef11c880,Tablet,Chrome,TikTok,4,385,Saudi Arabia,Riyadh,2025-01-03 11:26:08.216929,Returning,True,"['/login', '/products', '/blog', '/about']",seo
dc74f6c0-508c-4b1b-8db6-3bb01fc23033,False,2025-06-29 02:55:35.095666,516bca26-2255-4ba4-b95b-4a3b5034a725,Tablet,Edge,Google,5,351,Saudi Arabia,Buraidah,,Returning,False,"['/login', '/blog', '/products', '/contact', '/home']",seo
bd7bb399-82fc-4130-9b79-40e6ae590349,False,2025-07-02 08:53:45.073123,2262d795-ae1c-4da6-99ee-a2e3ec297460,Tablet,Safari,Instagram,1,643,Saudi Arabia,Medina,,New,True,['/login'],ads
d33c2c4c-8b28-4736-9a7a-0908c208007b,True,2025-06-19 01:49:12.198170,772a1b7a-805d-435c-b192-5c164c7ee06d,Desktop,Chrome,Google,7,966,Saudi Arabia,Mecca,2025-04-03 16:49:15.358956,Returning,False,"['/contact', '/blog', '/about', '/login', '/home', '/products']",seo
29ca0ab8-ca29-452c-8dd5-1075140e99f1,False,2025-06-27 17:24:14.277558,c22a823e-3eca-461d-9061-75a06172effd,Desktop,Safari,Twitter,4,277,Saudi Arabia,Abha,,New,True,"['/products', '/home', '/login', '/contact']",influencer
bdb78696-ec38-42bf-963e-afd7cc370e6a,True,2025-06-21 06:19:43.906240,fa06a7a5-15e3-4146-92f8-b970e75f5cc7,Desktop,Chrome,Snapchat,7,629,Saudi Arabia,Mecca,2024-11-29 17:09:04.222657,Returning,False,"['/home', '/products', '/login', '/blog', '/about', '/contact']",influencer
f7c32444-f2b3-4a97-afdb-602ed36a7467,False,2025-06-28 12:56:26.023036,8e9277c9-9a70-43a3-840c-4603741b51a9,Tablet,Safari,Twitter,7,672,Saudi Arabia,Riyadh,,New,True,"['/login', '/home', '/products', '/blog', '/contact', '/about']",influencer
51497b9a-a96b-439d-83f5-a4ff1d9b7be7,False,2025-06-20 06:35:22.165753,75b04b93-3667-4a8a-ade6-6896bf317092,Mobile,Edge,Twitter,2,345,Saudi Arabia,Jeddah,,Returning,False,"['/home', '/contact']",influencer
4b7f5569-e364-480e-84dc-74be4fcef8e4,True,2025-06-16 05:10:56.237436,f18eafec-d335-4506-8d39-cead359774bb,Mobile,Safari,Instagram,4,1048,Saudi Arabia,Abha,2024-12-11 18:31:38.917542,New,False,"['/home', '/contact', '/about', '/login']",influencer
a523ecbc-6530-405d-96f5-492d8bb60db8,False,2025-07-09 09:48:28.053851,79b543c7-660c-4205-a59f-76338c80d0c7,Tablet,Edge,Google,8,1193,Saudi Arabia,Dammam,,Returning,True,"['/login', '/about', '/contact', '/blog', '/products', '/home']",influencer
52def9a7-1986-418e-964c-217e90fca280,False,2025-06-16 19:40:59.522791,46b84fc4-fc30-4832-90fc-c459c8bc8586,Tablet,Edge,Instagram,9,1079,Saudi Arabia,Jeddah,,Returning,True,"['/login', '/contact', '/home', '/blog', '/about', '/products']",seo
510b1610-3280-4c7c-9846-75671e81aada,False,2025-07-04 14:07:56.006952,17407c68-b433-442f-a28b-ff063a5c0c9a,Tablet,Safari,Twitter,7,1067,Saudi Arabia,Mecca,,New,False,"['/home', '/products', '/blog', '/contact', '/login', '/about']",ads
a6d3cc8f-7a3a-4ef4-a0e4-677efbb7d0b5,False,2025-06-18 16:57:01.058822,75f3ed28-4ed7-4a37-a9ce-42cef7b75b5a,Tablet,Edge,Google,6,1102,Saudi Arabia,Buraidah,,Returning,True,"['/about', '/products', '/contact', '/home', '/login', '/blog']",ads
12583f94-f8fb-4ca1-90f3-790441e71983,False,2025-07-04 17:52:19.945724,4dea57dc-ca22-4ed5-af4b-2ca60725f705,Desktop,Firefox,Snapchat,5,950,Saudi Arabia,Abha,,New,False,"['/home', '/products', '/blog', '/contact', '/login']",
54c284c9-0c18-4624-aee1-7a7855ac7b9b,False,2025-06-19 19:12:32.758473,0312a22f-b2ed-4fa8-b1d0-200532f47b60,Desktop,Firefox,Instagram,2,854,Saudi Arabia,Tabuk,,New,False,"['/products', '/blog']",seo
